"Change
Ind.","Valid
From","Valid
Until",ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date","Special Event and 
Crisis"
,,,EGLF1034,,,,NEVIL,"COMPULSORY FOR TFC
1. ABV FL055 AT NEVIL & ARR EGKA_x000D_
    a. DEP JERSEY_GROUP_x000D_
    b. VIA (AKIKI, DIKRO, ORTAC, ORIST, REVTU)
----------
NOT AVBL FOR TFC
1. ARR EGKA & ABV FL215 IN EG_x000D_
2. ARR (EGGW, EGHH, EGHI, EGKK, EGLD, EGLL, EGSC, EGSH, EGSS, EGWU, FARNBOROUGH_GROUP, MIDLANDS_GROUP)_x000D_
3. DEP EGSS & RFL ABV FL175 IN EG_x000D_
4. ARR JERSEY_GROUP & VIA XAMAN_x000D_
5. VIA (EGTTFIR, EGTTUIR) AND-THEN VIA LFRRCTA & ABV FL205 IN (EGTTFIR, EGTTUIR)_x000D_
6. VIA NEVIL AND-THEN VIA (LFRRCTA, LFFFCTA) & RFL ABV FL245 IN (LFRRCTA, LFFFCTA)_x000D_
7. VIA NEVIL AND-THEN VIA EGTTUIR_x000D_
8. ARR MANCHESTER_GROUP_x000D_
9. DEP JERSEY_GROUP & ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4) & VIA REDFA_x000D_
10. ARR (LFRK, LFRC, LFRD, JERSEY_GROUP) & ABV FL185 AT NEVIL","H24
----------
H24",S,"1 & 2 To ensure traffic ARR EGKA from Jersey Group or Brest Sectors routes via NEVIL. Only applicable to traffic above FL055
---------------------------------------------------------------
1. To ensure that traffic ARR EGKA plans below F215 at NEVIL
2. To ensure that traffic ARR specified airfields does not file via NEVIL. Traffic DEP EGJ* with ARR EGKK allowed if approved by UKFMP and co-ordinated with IFPS.
3. To ensure for EGSS DEPs NEVIL is only available for traffic below FL175 
4. To deconflict from LTMA departures. This traffic shall file via LELNA  (FL105+) or ORTAC (FL105-)
5. To ensure traffic exiting via NEVIL remains below FL205 in UK airspace, to deconflict with opposite direction traffic from Brest airspace and enforce sector procedures
6. Workload and complexity , to ensure traffic does not depart or overfly low level and request a climb in French airspace. 
Traffic exiting via NEVIL must remain below FL245 through French airspace. 
","7. Traffic entering UK airspace via NEVIL must remain below FL245 throughout UK airspace
9. To reduced complexity on south sectors.  This traffic shall file via ORIST.",,"EG,LF",13 JAN 2025,
,,,EGLF1035,N20,KUNAV,ELDAX,,"ONLY AVBL FOR TFC
1. ARR FARNBOROUGH_GROUP/EGDM/DN/HF/HI/HH/HO/HR/HS below FL265 at KUNAV
2. ARR SEVERN_GROUP, BRIZE_GROUP, EGBP/TK  below FL175 at KUNAV
3. ARR EGHQ/TE/DY/DR Below FL175 in (EGTTUIR, EGTTFIR)
4. ARR EGKA/UB",H24,S,"1. FL265+ shall route via SUBIP
2. FL175+ shall route KUNAV U/T421
3. FL175-265 shall route KUNAV U/Y8 FL265+ shall route SUBIP UM8",,LFEEACC,"EG,LF",18 MAR 2022,
,,,EGLF1037,UT426,KESAX,DIMAL,,"NOT AVBL FOR TFC
above FL265 via LFEECTA",H24,S,To avoid traffic flight planning a descent in Reims Airspace to use UT426 which does not exist above FL265.,,LFEEACC,"EG,LF",23 DEC 2021,
,,,EGLF1038,M/UM8,SUBIP,ELDAX,,"ONLY AVBL FOR TFC
ARR EGDM/DN/DR/DY/HH/HI/HO/HR/HQ/TE, FARNBOROUGH_GROUP
Above FL265",H24,C,Traffic segregation via ALESO/KUNAV/SOVAT/SUBIP,,,"EG,LF",23 DEC 2021,
,,,EGLF1039,T421,KUNAV,BIG,,"ONLY AVBL FOR TFC
1. ARR SEVERN_GROUP, BRIZE_GROUP, EGBJ/BP above FL175 at KUNAV
2. ARR EGTC above FL195 at KUNAV",H24,C,"Traffic orientation
See EGLF1026
1. FL175- shall route via N20
2. FL195- shall route via N20",,LFEEACC,"EG,LF",23 DEC 2021,
,,,EGLF1040,UM733,SOSUN,SUBIP,,"ONLY AVBL FOR TFC
ARR EGDM/DN/DR/DY/GW/HH/HI/HO/HQ/HR/UL/UN/SC/SS/TE/TK FARNBOROUGH_GROUP
Above FL265 at SOSUN",H24,S,Traffic orientation via ALESO/KUNAV/SOVAT/SUBIP,,LFEEACC,"EG,LF",06 JAN 2022,
,,,EGLF1042,,,,SOSUN,"ONLY AVBL FOR TFC
Via SOSUN UM733 SUBIP",H24,C,Traffic orientation via SUBIP/KUNAV/ALESO,,LFEEACC,"EG,LF",23 DEC 2021,
,,,EGLF1043,,,,KESAX,"ONLY AVBL FOR TFC
Via
1. KESAX T/UT421 KUNAV
2. KESAX UT426 DIMAL
3. KESAX UT191 RATUK",H24,C,Traffic orientation via SUBIP/KUNAV/ALESO,,LFEEACC,"EG,LF",23 DEC 2021,
,,,EGLF1044,,,,"(ABNUR, DIMAL)","ONLY AVBL FOR TFC
Via ALESO",H24,C,Traffic orientation via SUBIP/KUNAV/ALESO,,LFEEACC,"EG,LF",23 DEC 2021,
,,,EGLF1045,,,,"(BOLRO,ODREP)","NOT AVBL FOR TFC
RFL ABV FL345 AT REVTU",H24,S,Traffic shall plan to be below FL345 at REVTU to reduce ATC coordination,,,"EG,LF",18 JUN 2024,
,,,EGLF1046,,,,ORIST,"NOT AVBL FOR TFC
1. EXC DEP JERSEY_GROUP
    a. ARR (EGGW, EGSC, EGSS, EGTC)
EXC WHEN (EGD036 & (EGD038, EGD037) ACT)
ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
    b. ARR (MIDLANDS_GROUP, EGNE, EGSH, EGUL, EGUN) &
     ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
        i) ABV FL245
       EXC WHEN (EGD036 & (EGD038, EGD037) ACT ABV FL245)
        ii) BLW FL245
        EXC WHEN (EGD036 & (EGD038, EGD037) ACT)
    c. ARR (EGLD,EGLL,EGWU)
     ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
        i) ABV FL245 EXC WHEN EGD036 ACT ABV FL245)
        ii) BLW FL245 EXC WHEN EGD036 ACT)
    d. ARR (EGBJ, EGHO, EGHS, EGLM, EGTB, EGTK, EGTR, EGUB, BRIZE_GROUP, FARNBOROUGH_GROUP) & ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
        i) ABV FL245 EXC WHEN EGD036 ACT ABV FL245)
        ii) BLW FL245 EXC WHEN  EGD036 ACT)
    e. ARR (SEVERN_GROUP, EGTE)
    f. ABV FL245 & ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
    EXC WHEN EGD036 ACT ABV FL245)
        i) VIA (AKUPA, BPK, BRAIN,  CLN, DIGSU, DVR, IPRIL, EFMIH, LESTA, MOGLI, POL, SAPCO, TIMPO, TNT)
        ii) ARR (EGXJ, EGYM)
    g.  ARR (EGKA, EGKB, EGLC, EGMC, EGMD, EGTO)
    h. BLW FL245 & ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4) & VIA (AKUPA, BRAIN, CLN, DVR, LESTA, PEDIG, SAPCO, TIMPO)
    EXC WHEN  EGD036 ACT)
    i. VIA (BAKUR, ENJEX, NIRIF, SLANY, VATRY) & 
     ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
        i) ABV FL245 EXC WHEN  EGD036 ACT ABV FL245)
        ii) BLW FL245 EXC WHEN  EGD036 ACT)
    j. ACFT-PBN NOT (D1, D2, D3, D4, O1, O2, O3, O4)
    EXC
        i) ARR (BRIZE_GROUP, FARNBOROUGH_GROUP, EGBJ, EGHO, EGHS, EGLM, EGTB, EGTK, EGTR) & ABV FL245 WHEN  EGD036 ACT ABV FL245)
        ii) ARR (BRIZE_GROUP, FARNBOROUGH_GROUP, EGBJ, EGHO, EGHS, EGLM, EGTB, EGTK, EGTR) & BLW FL245 WHEN  EGD036 ACT)
        iii) ARR (EGDM, EGHH, EGHI, EGHR)
    k.  ARR EGKK & ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)
        i) ABV FL245 EXC WHEN  EGD036 ACT
        ii) BLW FL245 EXC WHEN  EGD036 ACT",H24,S,"Northbound Traffic Orientation via BOLRO/GARM/KOTEM/LUGIS/ODREP/ORIST
Alternative routeing for traffic when primary route is unavailable due danger Area Activity
1. & 2b. This traffic may only route via ORIST if there is danger area activity promulgated in the AUP/UUP at any level for both EGD036 and either EGD037 or EGD038 (M185, M184 and N867 are all unavailable).  2.a exception applies only when there is activity above FL245.
3b., 4b., 9b., 10b. & 11b. This traffic may only route via ORIST if there is danger area activity promulgated in the AUP/UUP at any level for EGD036 (P83, P87 , P88 are unavailable).  3.a, 4.a, 9a., 10a. exception applies only when there is activity above FL245.
6. This traffic may only route via ORIST if there is danger area activity promulgated in the AUP/UUP above FL245 for EGD036 (UN867 is unavailable).  
","7. This traffic shall file NEVIL
8. This traffic may only route via ORIST if there is danger area activity promulgated in the AUP/UUP at any level for EGD036 (N867 is unavailable).","LFRRACC, EG","EG,LF",14 MAR 2025,
,,,EGLF1049,,,,ALESO,"NOT AVBL FOR TFC
ARR EGUL/EGUN",H24,S,TO ENSURE CORRECT ARRIVAL INTO EGUL/EGUN. TRAFFIC TO ROUTE VIA KUNAV Y8 BANVA U/M733 MAY OR SUBIP U/M733 MAY,,EG**ACC,"EG,LF",06 JAN 2022,
,,,EGLF1050,N160,LUSIT,CAN,,"NOT AVBL FOR TFC
DEP EGJ* above FL 095",H24,S," Airspace design: traffic organisation.
Traffic above FL95 shall file:
DEP EGJJ : ORVAL V20 UPALO
DEP EGJB :  LERAK T498 UPALO",,LFRRACC/EGJJ/EGJB,"EG,LF",18 MAR 2022,
,,,EGLF1051,,,,RINTI,"NOT AVBL FOR TFC
1. ARR (EGGW, EGSC, EGSS, EGUL, EGUN)
EXC BLW FL145 AT RINTI
2. ARR (EGKB, EGLC, EGMC)",H24,S,"PARIS LOA, 
1. Traffic arriving EGGW/EGSC/EGSS/EGUL/EGUN cruising FL175 - 265 shall route via KUNAV.
2. To alleviate sector workload.  This traffic shall route via SOVAT/SUMUM.",,EG**ACC,"EG,LF",31 MAY 2025,
,,,EGYX1000,,,,KOK,"NOT AVBL FOR TFC
ARR EGKK VIA EDYYBUTA AND-THEN KONAN_x000D_
BLW FL 295 AT KOK
----------
COMPULSORY FOR TFC
ARR EGKK VIA EDYYBUTA AND-THEN KONAN","H24
----------
H24",S,"To adhere to operational procedures and LOA.  High level EGKK arrivals may enter UK airspace via KONAN to connect to the KONAN STAR and should expect to be cleared to FL300 at KOK.  Other levels may be accommodated on a tactical basis. 
Very low level EGKK arrivals cruising below FL125 may also route via KONAN.",,EG**ACC,"EG,YX",16 NOV 2024,
,,,EH2000,T606,SPY,EKNON,,"COMPULSORY FOR TFC
ARR EHLE & XNG EG - EH BDRY & RFL ABV FL055 IN EH",H24,S,To mandate the use of the T-routes for inbounds EHLE crossing the EG/EH border with RFL above FL055,,EHAAACC,EH,25 OCT 2024,
,,,EH2001,T604,TUPAK,BADEX,,"COMPULSORY FOR TFC
ARR EHLE & XNG EB - EH BDRY & RFL ABV FL055 IN EH",H24,S,To mandate the use of the T-routes for inbounds EHLE crossing the EB/EH border with RFL above FL055,,EHAAACC,EH,25 OCT 2024,
,,,EH2002,,,,"(RKN, EEL, ONTAZ)","COMPULSORY FOR TFC
ARR EHLE & XNG ED - EH BDRY & RFL ABV FL055 IN EH
----------
NOT AVBL FOR TFC
1. ARR EHLE & XNG ED - EH BDRY & RFL ABV FL055 IN EH
EXC 
    a. VIA (RKN T603 BADEX)
    b. VIA (EEL T602 EKNON)
    c. VIA (ONTAZ N125 EKNON)","H24
----------
H24",S,To mandate the use of the specific routes for inbounds EHLE crossing the ED/EH border with RFL above FL055,,EHAAACC,EH,10 FEB 2025,
,,,EH2025,P57,LEKKO,EHOJI,,"ONLY AVBL FOR TFC
(DEP AMSTERDAM_GROUP EXC EHAM) AND-THEN ARR (EHEH, EHBK, EHBD)",H24,S,To segregate domestic traffic,,EHAAACC,EH,25 OCT 2024,
,,,EH2026,P57,EHOJI,LEKKO,,"ONLY AVBL FOR TFC
DEP (EHEH, EHBK, EHBD) AND-THEN ARR (AMSTERDAM_GROUP EXC EHAM)",H24,S,To segregate domestic traffic,,EHAAACC,EH,25 OCT 2024,
,,,EH2048,,,,"(LNO, VELNI)","COMPULSORY FOR TFC
DEP EHEH AND-THEN VIA ED",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2049,,,,COA,"NOT AVBL FOR TFC
1. ARR EHRD
    a. EXC DEP (EBNH, EBOS, EG**, EI**) AND-THEN ARR EHRD & BLW FL055 AT COA
2. DEP EHRD 
    b. EXC BLW FL055 AT COA AND-THEN ARR (EBNH, EBOS, EG**, EI**)",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2052,,,,ELSIK,"NOT AVBL FOR TFC
1. DEP EHEH
    a. EXC DEP EHEH AND-THEN ARR (EBAW, EBBR, EBMB)
2. ARR EHEH
    b. EXC DEP (EBAW, EBBR, EBMB) AND-THEN ARR EHEH",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2053,,,,ELSIK,"COMPULSORY FOR TFC
1. DEP EHEH AND-THEN ARR (EBAW, EBBR, EBMB)
2. DEP (EBAW, EBBR, EBMB) AND-THEN ARR EHEH",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2054,,,,ENKOS,"NOT AVBL FOR TFC
DEP EHGG EXC ARR (AMSTERDAM_GROUP EXC EHAM)",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2056,,,,INKET,"COMPULSORY FOR TFC
1. DEP (EHBD, EHBK, EHEH) AND-THEN (ARR AMSTERDAM_GROUP EXC ARR (EHAM, EHLE))
2. (DEP AMSTERDAM_GROUP EXC DEP (EHAM, EHLE)) AND-THEN ARR (EHBD, EHBK, EHEH)",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2060,,,,LOPIK,"COMPULSORY FOR TFC
DEP EHAM AND-THEN ARR (EHBD, EHBK, EHEH) & BTN FL065-FL075 AT LOPIK",H24,S,"To force traffic onto the correct routing.
One FL available between the city pairs",,EHAAACC,EH,25 OCT 2024,
,,,EH2061,,,,MODRU,"NOT AVBL FOR TFC
ARR EHBK EXC DEP EDLN AND-THEN ARR EHBK",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2062,,,,MODRU,"COMPULSORY FOR TFC
DEP EDLN AND-THEN ARR EHBK",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2068,,,,RUMER,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EHGG AND-THEN ARR (EHBD, EHBK, EHEH) & BLW FL095 AT RUMER",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2073,,,,OSGOS,"COMPULSORY FOR TFC
DEP (EHBD, EHEH) AND-THEN ARR EHBK",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2074,,,,VEROR,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (EHBD, EHBK, EHEH) AND-THEN ARR EHGG & BLW FL095 AT VEROR",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2075,,,,NORKU,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EDGGFIR or crossing EDGGFIR or overfly EDGGFIR
Above FL195
With ARR EHAM
except-via HELEN
Traffic below FL195 with ARR EHAM shall file RKN",H24,S,"SID/STAR requirement.
Traffic destination EHAM within EDGG6CTA (EDGGHMML/M EDGGPADH/L) above FL195 shall not enter EHAAFIR below FL195.  Traffic shall not descend immediately prior to the EHAA border.
Traffic via HELEN is not subject to the FL restriction",,EHAAACC,EH,24 OCT 2024,
,,,EH2083,N873,HELEN,VICOT,,"NOT AVBL FOR TFC
DEP (EBAW, EBBR, EBMB)",H24,S,to force traffic on the correct routing,,EHAAACC,EH,25 OCT 2024,
,,,EH2100,,,,INKET,"NOT AVBL FOR TFC
DEP (EHBD, EHBK, EHEH, AMSTERDAM_GROUP) & ABV FL075 AT INKET",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2101,,,,OSGOS,"COMPULSORY FOR TFC
DEP EHBK AND-THEN ARR (EHAAFIR EXC EHBK)",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2102,,,,SONEB,"COMPULSORY FOR TFC
DEP (EDDK, EDDL, EDLN, EDLV) AND-THEN ARR (EHLE, EHRD) & ABV FL135 AT SONEB",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2103,,,,PESER,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (EHBD, EHBK, EHEH) AND-THEN ARR EHAM",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2106,,,,TENLI,"NOT AVBL FOR TFC
ARR (EHBD,EHEH)",H24,S,SID/STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2107,,,,NAPRO,"COMPULSORY FOR TFC
DEP (AMSTERDAM_GROUP, EHGG, EHTE) AND-THEN ARR (EDDF, EDFE, EDFH) & ABV FL115 IN EH",H24,S,To force traffic onto the correct route,,EHAAACC,EH,25 OCT 2024,
,,,EH2108,T196,ARNEM,TEBRO,,"ONLY AVBL FOR TFC
DEP EHAAFIR AND-THEN ARR (EDDL, EDLN, EDLV, ETOU)",H24,S,To force traffic onto the correct route,,EHAAACC,EH,25 OCT 2024,
,,,EH2109,Z739,PAM,NAPRO,,"NOT AVBL FOR TFC
1. ARR (EDDG, EDDK, EDDL, EDVK, EDK*, EDL*)
2. RFL BTN FL105-FL195 AT (PAM Z739 NAPRO) EXC ARR (FRANKFURT_GROUP, EDFH)",H24,S,"1. Traffic ARR EDDG/DK/VK, EDK*, EDL* shall file SONEB. Traffic ARR EDDL/LN/LV shall file TEBRO.
2. Flight Levels between FL105-195 are only available for traffic ARR EDDF/FE/FH, ETOU. Other levels are available for traffic DEP/Overfly EHAAFIR.",,EHAAACC,EH,25 OCT 2024,
,,,EH2111,,,,TEBRO,"NOT AVBL FOR TFC
1. ABV FL255 AT TEBRO & DEP EH** 
2. BLW FL255 AT TEBRO EXC ARR (EDDL, EDLN, EDLV, ETAD, ETNG, ETNN, ETOU)",H24,S,"1. Traffic orientation, to force specific traffic to a specific route
2. Traffic orientation, to force specific traffic to a specific route Above FL245 is free for other traffic, not ARR EDDL/LN/LV, ETAD/NG/NN/OU",,EHAAACC,EH,25 OCT 2024,
,,,EH2115,T601,DIBIR,NAVPI,,"ONLY AVBL FOR TFC
FLT-TYPE (M)
----------
NOT AVBL FOR TFC
DEP (ETNG, ETNN, EDDK)","H24
----------

06:00-23:00 (05:00-22:00)",S,To facilitate military traffic,,EHAAACC,EH,25 OCT 2024,
,,,EH2116,N852,LOPIK,LUTOM,,"NOT AVBL FOR TFC
Below FL245
Except DEP EHAM",H24,S,To avoid military airspace NM TMA D when active,,"(EHAAACC,
EDYYUAC)",EH,26 NOV 2021,
,,,EH2119,T601,NAVPI,DIBIR,,"ONLY AVBL FOR TFC
FLT-TYPE (M)
----------
NOT AVBL FOR TFC
ARR (ETNG, ETNN, EDDK)","H24
----------

06:00-23:00 (05:00-22:00)",S,To facilitate military traffic,,EHAAACC,EH,25 OCT 2024,
,,,EH2220,Q21,NYKER,INKET,,"ONLY AVBL FOR TFC
DEP EHLE AND-THEN ARR EHRD & FLT-TYPE(X)",H24,S,To facilitate training flights between EHLE and EHRD,,EHAAACC,EH,25 OCT 2024,
,,,EH2221,Q21,INKET,NYKER,,"ONLY AVBL FOR TFC
DEP EHRD AND-THEN ARR EHLE & FLT-TYPE (X)",H24,S,To facilitate training flights between EHRD and EHLE,,EHAAACC,EH,25 OCT 2024,
,,,EH2222,,,,"(EEL, PAM, RKN, SPY)","NOT AVBL FOR TFC
ARR EHEH EXC DEP EH**",H24,S,SID / STAR requirement,,EHAAACC,EH,25 OCT 2024,
,,,EH2224,,,,"(PAM, SPY)","NOT AVBL FOR TFC
DEP EHAM EXC VIA (ANDIK2S, ANDIK2T, ANDIK3E, ANDIK3G, ARNEM2V, ARNEM2Z, BERGI2F, BETUS5Y, IVLUT4W, KUDAD2Z, LOPIK2Z, NOPSU3W, NYKER5W, RENDI2V, RENDI2Z, SPY2P, SPY4K, TORGA2X)",H24,S,To avoid unwanted turns (EHAM SIDs via PAM/SPY are accepted),,EHAAACC,EH,25 OCT 2024,
,,,EH2225,L980,PAM,EKROS,,"NOT AVBL FOR TFC
VIA SPY",H24,S,Avoid unwanted turns. Traffic via PAM and then N873 SPY are not accepted.,,EHAAACC,EH,25 OCT 2024,
,,,EH2226,M90,ODASI,LONAM,,"NOT AVBL FOR TFC
XNG EH - EG BDRY & BLW FL245 AT ODASI",H24,S,Force traffic in the appropriate sector,,EHAAACC,EH,25 OCT 2024,
,,,EH2227,,,,"(ARTIP, SUGOL, RIVER, NARSO)","ONLY AVBL FOR TFC
ARR EHAM",H24,S,To prevent FDP processing /planning problems,,EHAAACC,EH,25 OCT 2024,
,,,EH2228,L620,TULIP,BASNO,,"NOT AVBL FOR TFC
DEP EHRD",H24,S,To avoid unusual flight planning,,EHAAACC,EH,26 NOV 2021,
,,,EH2230,Y28,HELEN,RIMBU,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (EBBR, EBMB, EBAW) AND-THEN ARR EHLE",H24,S,To segregate traffic flows,,EHAAACC,EH,25 OCT 2024,
,,,EH2231,L191,NIK,VICOT,,"ONLY AVBL FOR TFC
DEP (EBBR, EBMB, EBAW, EBLG)
----------
NOT AVBL FOR TFC
ARR (EHAM, EHRD, EHEH, EHBD, EHLE)","H24
----------
H24",S,segregate traffic flows,,EHAAACC,EH,25 OCT 2024,
,,,EH2232,Z310,ORCAV,BATAK,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LILLE_GROUP, EHBK, EBBUFIR except (ELLX) 
except DEP EHAAFIR
via EHAACTA Above FL095",H24,S,Traffic orientation.,,EHAAACC,EH,24 DEC 2021,
,,,EH2233,L620,NYKER,ARNEM,,"NOT AVBL FOR TFC
DEP EHLE & RFL ABV FL055 IN EH",H24,S,to prevent bypass of SID via DCT NYKER,,EHAAACC,EH,25 OCT 2024,
,,,EH2234,,,,NARIX,"NOT AVBL FOR TFC
BLW FL055 AT NARIX",H24,S,To prevent FDP processing issues by misuse of EHAM transition waypoint,not coded in AAA system,EHAAACC,EH,25 OCT 2024,
,,,EH2235,,,,"(BEKVU, LONLU, LUTET, TUXAR)","NOT AVBL FOR TFC
BLW FL055 AT (BEKVU, LONLU, LUTET, TUXAR)",H24,S,to prevent FDP processing issues by misuse of EHTW RNP approach points,not (yet) coded in AAA system,EHAAACC,EH,25 OCT 2024,
,,,EH2236,,,,"(ASTUW, EDFOS, FAFLO, FEWEX, GOHEM, HOXZA, JOPFI, KOPFA, LOCFU, NIXCO, NOFUD, PUFLA, TAFTU, YOJUP)","NOT AVBL FOR TFC
BLW FL055 AT (ASTUW, EDFOS, FAFLO, FEWEX, GOHEM, HOXZA, JOPFI, KOPFA, LOCFU, NIXCO, NOFUD, PUFLA, TAFTU, YOJUP)",H24,S,To prevent FDP processing issues by misuse of EHKD RNP approach waypoints,not (yet) coded in AAA system,EHAAACC,EH,25 OCT 2024,
,,,EH2237,,,,"(AMREG, BANDU, GETSI, IDAKA, LARBO,  SIPLO, TOLKO, TUVOX, VEXAR, XOMBI)","NOT AVBL FOR TFC
BLW FL055 AT (AMREG, BANDU, GETSI, IDAKA, LARBO,  SIPLO, TOLKO, TUVOX, VEXAR, XOMBI)",H24,S,To prevent FDP processing issues by misuse of EHGG RNP approach waypoints,not (yet) coded in AAA system,EHAAACC,EH,25 OCT 2024,
,,,EH2239,,,,"(ANETS, INLOD, GOBNO, MAPAD, OGBOL, PINUS, ROFAC, SUMAS, TINIK)","NOT AVBL FOR TFC
BLW FL055 AT (ANETS, INLOD, GOBNO, MAPAD, OGBOL, PINUS, ROFAC, SUMAS, TINIK)",H24,S,To prevent FDP processing issues by misuse of waypoints of routes in delegated airspaces,not (yet) coded in AAA system,EHAAACC,EH,25 OCT 2024,
,,,EH2240,,,,RENEQ,"NOT AVBL FOR TFC
BLW FL055 AT RENEQ",H24,S,To prevent FDP processing issues by misuse of FRA waypoints,not coded in AAA system,EHAAACC,EH,25 OCT 2024,
,,,EH2241,N872,PAM,KUDAD,,"NOT AVBL FOR TFC
DEP EHLE & RFL ABV FL055 IN EH",H24,S,to prevent creative Z-FPLs,"Z-FPL DEP EHLE via N872 are advised to open IFR at KUDAD, in line with EHLE KUDAD SIDs",EHAAACC,EH,25 OCT 2024,
,,,EH2242,Y12,TULIP,SPY,,"NOT AVBL FOR TFC
DEP EHRD",H24,S,to prevent the use of wrong SIDs,,EHAAACC,EH,25 OCT 2024,
,,,EH2245,,,,BEKEM,"NOT AVBL FOR TFC
BLW FL055 AT BEKEM",H24,S,To limit DCT possibilities for crossings EB-EH,,EHMCACC,EH,25 OCT 2024,
,,,EH2246,,,,EHMCEHEHTA,"NOT AVBL FOR TFC
BLW FL055 IN EHMCEHEHTA EXC ARR/DEP (EHEH, EHBD, EHBK, EHVK)",H24,S,to restrict EHEHTMA from low level transit flights,,EHMCACC,EH,25 OCT 2024,
,,,EH2247,T200,KUBAT,BLUFA,,"ONLY AVBL FOR TFC
ARR (EHAM, EHRD)",H24,S,to separate traffic flows,,EHAAACC,EH,10 FEB 2025,
,,,EHEB1002,M617,MAS,SOGRI,,"ONLY AVBL FOR TFC
DEP EDLN",H24,S,To facilitate departing traffic,,"EBBUACC, EHAAACC","EH,EB",25 OCT 2024,
,,,EHEB1007,N852,LOPIK,LUTOM,,"NOT AVBL FOR TFC
ARR (EBLG, EHAAFIR, EDGGFIR EXC EDDS)",H24,S,Traffic orientation between EH-EB,,"EHAAACC, EDYYUAC","EH,EB",25 OCT 2024,
,,,EHEB1008,Z311,BATAK,BEKEM,,"ONLY AVBL FOR TFC
ARR BRUSSELS_GROUP EXC ARR EBAW",(BEKEM Z311 NIK) AVBL,S,To segregate arriving traffic from overflying traffic. When EBTRANA or EBR20 (above FL95) are active BEKEM Z311 NIK is closed in Belgium. In this situation traffic ARR EBBR/MB shall file an WOODY STAR.,,EHAAACC,"EH,EB",25 OCT 2024,
,,,EHED1001,N872,KUBAT,EEL,,"NOT AVBL FOR TFC
ARR EHGG",H24,S,To avoid unusual turns,,"EHAAACC, EDWWACC","EH,ED",25 OCT 2024,
,,,EHEG1006,,,,LAMSO,"NOT AVBL FOR TFC
VIA (KUBAX N866 BUKUT)",H24,S,To avoid unusual flight planning.,,"EHAAACC, EGTTACC","EH,EG",25 OCT 2024,
