ARR ID,ARR AD,"First PT STAR /
STAR ID",DCT ARR PT,ARR FPL Option,"ARR Time
Applicability","ARR Operational
Goal",ARR Remarks,NAS / FAB,"Release
Date","Special Event and 
Crisis"
GC5503,GCLP,COSTI,,"NOT AVBL FOR TFC
DEP (L***, E***, U***)",H24,To facilitate correct ARR traffic flow,,GC,13 OCT 2024,
GC5504,GCLP,REMGI,,"ONLY AVBL FOR TFC
VIA (BIPET, CABEL, CABOJ)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24",To facilitate correct ARR traffic flow,"Connecting point subject to GCD79C, GCD79E, GCD79N and GCD79T activity",GC,13 OCT 2024,
GC5505,GCLP,URQUI,,"ONLY AVBL FOR TFC
VIA (APASO, LIMAL, BIPET)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24",To facilitate correct ARR traffic flow,"Connecting point subject to GCD79D, GCD79W and GCD79T activity",GC,13 OCT 2024,
GC5506,GCLP,ODEGI,,"ONLY AVBL FOR TFC
VIA (LIMAL, BIPET, ROTUM)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24",	To facilitate correct ARR traffic flow,Connecting point subject to GCD20B and GCD79T activity,GC,13 OCT 2024,
GC5507,GCLA,,HIE,"ONLY AVBL AND COMPULSORY FOR TFC
VIA ROSTA",H24,"Traffic allocation within Canarias TMA
No STAR available, expect routing via HIE-ARACO.
",,GC,13 OCT 2024,
GC5508,GCTS,,TFS,"ONLY AVBL FOR TFC
DEP (GCLB, GCGM, GCTS)
----------
COMPULSORY FOR TFC
DEP GCGM","H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions.",,GC,13 OCT 2024,
GC5509,GCTS,LORPO,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (GCRR, GCFV) & ABV FL095 AT LPC",H24,Traffic allocation within Canarias TMA,,GC,31 MAY 2025,
GC5510,GCTS,HIE,,"ONLY AVBL AND COMPULSORY FOR TFC
VIA (ROSTA, ORVEK)",H24,To facilitate correct ARR traffic flow,,GC,13 OCT 2024,
GC5512,GCTS,REMGI,,"ONLY AVBL FOR TFC
VIA (CABEL, CABOJ, BIPET)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24",	To facilitate correct ARR traffic flow,"Connecting point subject to GCD20B, GCD79C, GCD79E, GCD79N and GCD79T activity",GC,13 OCT 2024,
GC5513,GCTS,URQUI,,"ONLY AVBL FOR TFC
VIA (APASO, BIPET, LIMAL, ROTUM)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24",	To facilitate correct ARR traffic flow,"Connecting point subject to GCD79D, GCD79W and GCD79T activity",GC,13 OCT 2024,
GC5514,GCXO,,TFN,"ONLY AVBL FOR TFC
1. DEP (GCLB, GCXO, GCLP, GCLA, GCHI)
2. VIA (URQUI, ODEGI, ROTUM, REMGI, COSTI)
----------
COMPULSORY FOR TFC
DEP (GCLP, GCLA, GCHI)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions.",,GC,13 OCT 2024,
GC5515,GCXO,LARYS,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (GCRR, GCFV)",H24,Traffic allocation within Canarias TMA,,GC,13 OCT 2024,
GC5516,GCXO,HIE,,"ONLY AVBL AND COMPULSORY FOR TFC
VIA (ROSTA, ORVEK)",H24,To facilitate correct ARR traffic flow,,GC,13 OCT 2024,
GC5519,GCRR,TERTO,,"ONLY AVBL FOR TFC
ACFT-PBN (D1, D2, O1, O2)",H24, RNAV1 GNSS approved,,GC,13 JAN 2025,
GC5520,GCRR,RASEP,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (GCLP, GCTS)",H24,Traffic allocation within Canarias TMA,,GC,13 OCT 2024,
GC5521,GCRR,LARYS,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (GCXO, GCLA, GCHI, GCGM)",H24,traffic allocation within Canarias TMA,,GC,13 OCT 2024,
GC5522,GCRR,,MAPED,"ONLY AVBL FOR TFC
DEP (GCFV, GCLB)
----------
COMPULSORY FOR TFC
DEP GCFV","H24
----------
H24","Traffic allocation within Canarias TMA. 
No STAR available, expect ATC instructions",,GC,13 OCT 2024,
GC5523,GCRR,,GDV,"ONLY AVBL AND COMPULSORY FOR TFC
VIA (APASO, BIPET, LIMAL, ROSTA)",H24,"No STAR available, expect routing via GDV-RASEP-MAPED",,GC,13 OCT 2024,
GC5524,GCRR,,COSTI,"NOT AVBL FOR TFC
DEP (L****, E****, U****)",H24,"No STAR available, expect routing via COSTI-LINDE-LTE",,GC,13 OCT 2024,
GC5525,GCRR,,ORTIS,"NOT AVBL FOR TFC
1. EXC DEP (LPMA, LPPS, AZORES_GROUP)
2. EXC TYP (B38M, B39M)",SAT-SUN H24,"No STAR available, expect routing via ORTIS-SARAY-LZR-LTE
",,GC,13 OCT 2024,
GC5526,GCFV,TERTO,,"ONLY AVBL FOR TFC
ACFT-PBN (D1, D2, O1, O2)",H24,RNAV1 GNSS approved.,,GC,13 JAN 2025,
GC5527,GCFV,KOPUD,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (GCLP, GCHI, GCGM)",H24,Traffic allocation within Canarias TMA,,GC,13 OCT 2024,
GC5528,GCFV,,TENDA,"ONLY AVBL FOR TFC
DEP (GCRR, GCLB)
----------
COMPULSORY FOR TFC
DEP GCRR","H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,13 OCT 2024,
GC5529,GCFV,GDV,,"NOT AVBL FOR TFC
1. EXC DEP (GCXO, GCLA, GCTS)
2. EXC VIA (APASO, BIPET, LIMAL, ROSTA, ORTIS)

----------
COMPULSORY FOR TFC
1. DEP (GCXO, GCLA, GCTS)
2. VIA (APASO, BIPET, LIMAL, ROSTA)
3. DEP (LPMA, LPPS, AZORES_GROUP) & VIA ORTIS
----------
NOT AVBL FOR TFC
VIA ORTIS EXC DEP (LPMA, LPPS, AZORES_GROUP)","H24
----------
H24
----------
SAT-SUN H24 & WINTER MON-FRI 11:00-17:00",Traffic allocation within Canarias TMA,,GC,22 JAN 2025,
GC5530,GCFV,,COSTI,"NOT AVBL FOR TFC
DEP (L***, E***, U***)",H24,No STAR available expect routing via COSTI-TENDA,,GC,13 OCT 2024,
GC5532,GCLA,,ARACO,"ONLY AVBL FOR TFC
DEP (GCLB, GCLP, GCXO, GCHI, GCGM)
----------
COMPULSORY FOR TFC
DEP (GCLP, GCXO, GCHI, GCGM)","H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,13 OCT 2024,
GC5533,GCLA,LARYS,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (GCRR, GCFV)",H24,Traffic allocation within Canarias TMA,,GC,13 OCT 2024,
GC5534,GCHI,,HIE,"ONLY AVBL FOR TFC
DEP (GCLB, GCLP, GCTS, GCXO, GCFV, GCLA, GCGM)
----------
COMPULSORY FOR TFC
DEP (GCLP, GCTS, GCXO, GCFV, GCLA, GCGM)","H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,13 OCT 2024,
GC5535,GCGM,,TFS,"ONLY AVBL FOR TFC
DEP (GCLB, GCTS, GCLA, GCHI)
----------
COMPULSORY FOR TFC
DEP (GCTS, GCLA, GCHI)","H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,13 OCT 2024,
GC5536,GCGM,,LORPO,"ONLY AVBL AND COMPULSORY FOR TFC
DEP GCFV",H24,"Traffic allocation within Canarias TMA
No STAR available, expect routing via LORPO-DRANO-SARWO-MOVAS",,GC,09 AUG 2023,
GC5570,GCLP,,LALTO,"ONLY AVBL FOR TFC
DEP (GCLA, GCXO)
----------
COMPULSORY FOR TFC
DEP GCLA","H24
----------
H24","Traffic allocation within Canarias TMA
No STAR available, expect ATC instructions",,GC,29 AUG 2024,
GC5599,GCLA,,TFN,"NOT AVBL FOR TFC
DEP (L***, E***, U***)",H24,Traffic allocation within Canarias TMA,,GC,13 OCT 2024,
GC5604,GCGM,,LARYS,"ONLY AVBL AND COMPULSORY FOR TFC
DEP GCRR",H24,"Traffic allocation within Canarias TMA
No STAR available, expect routing via LARYS-TFN-TESEL-YEQAY",,GC,09 AUG 2023,
GC5605,GCHI,,LARYS,"ONLY AVBL AND COMPULSORY FOR TFC
DEP GCRR",H24,"Traffic allocation within Canarias TMA
No STAR available, expect routing via LARYS-TFN-TESEL-HIE",,GC,,
GC5607,GCLP,,GDV,"ONLY AVBL FOR TFC
DEP GCXO",H24,"Traffic allocation within Canarias TMA
No STAR available, expect routing via GDV-XIBUS-BAFEM-LALTO",,GC,05 JUN 2024,
GC5999,GCTS,ODEGI,,"ONLY AVBL FOR TFC
VIA (LIMAL, BIPET, ROTUM)
----------
NOT AVBL FOR TFC
DEP (L***, E***, U***)","H24
----------
H24",To facilitate correct ARR traffic flow,"Connecting point subject to GCD20B, GCD79C, GCD79E, GCD79N and GCD79T activity",GC,13 OCT 2024,
LA5506,LATI,ELBAK,,"ONLY AVBL FOR TFC
VIA (DIMIS, PINDO, TUMBO, VJOSA, NIKRO)",H24,To facilitate correct ARR traffic flow,,LA,21 AUG 2024,
LA5507,LATI,ODRAS,,"ONLY AVBL FOR TFC
1. VIA LWSSCTA AND THEN VIA (MAVAR, DOBAR)
2. DEP LAKU",H24,To facilitate correct ARR traffic flow,,LA,21 AUG 2024,
LA5508,LATI,INLOT,,"ONLY AVBL FOR TFC
1. VIA (AKIKA, KUKAD)
2. DEP LAKU",H24,To facilitate correct ARR traffic flow,,LA,21 AUG 2024,
LA5509,LATI,DIRES,,"NOT AVBL FOR TFC
VIA PAPIZ",H24,To facilitate correct ARR traffic flow,,LA,21 AUG 2024,
LA5510,LATI,DITAN,,"ONLY AVBL AND COMPULSORY FOR TFC
VIA GOKEL",LAD1 NOT ACT,To falcilitate correct ARR Traffic Flow,,LA,21 AUG 2024,
LA5511,LAKU,RINAV,,"ONLY AVBL FOR TFC
1. VIA (AKIKA, MAVAR, PETAK, PAPIZ, DIMIS)
2. DEP LATI",H24,facilitating correct ARR flow to LAKU,,LA,21 AUG 2024,
LB5508,LBBG,ESENA,,"ONLY AVBL FOR TFC
1. VIA (RASUB DCT BULEN L742 ESENA) & ABV FL245 AT (BULEN L742 ALIVI)
2. VIA (RASUB DCT BULEN DCT ALIVI DCT ESENA) & ABV FL245 AT (RASUB DCT BULEN DCT ALIVI)
3. VIA (BULEN L742 ESENA) & BLW FL245 AT (BULEN L742 ESENA)
4. VIA (BULEN DCT ALIVI DCT ESENA) & BLW FL245 AT (BULEN DCT ALIVI DCT ESENA)
5. VIA (XANEX N605 ALIVI L742 ESENA)
6. VIA (XANEX DCT DELIN DCT TUNVO DCT GRN DCT AMTOV DCT BODMO DCT ALIVI DCT ESENA)
7. DEP (LBGO, LBPD)",H24,To facilitate FRA operations,"Due to L605 removal as part of the removal or the fixed network in Romania, RASUB DCT BULEN L742 ESENA will be filled for arrivals to LBBG via ESENA.",LB,10 MAY 2025,
LB5509,LBBG,NESAR,,"ONLY AVBL FOR TFC
1. VIA (ODERO (T86, DCT) MATEL (T555, DCT) NESAR)
2. VIA (NEGEM (L852, DCT) RITAG (Y195, DCT) NESAR)
3. VIA (MAKOL (L602, DCT) NESAR)
4. VIA (INKOM (T555, DCT) MATEL (T555, DCT) NESAR)       
5. VIA (DINRO  (L620, N616, DCT) MATEL (T555, DCT) NESAR)","1. (LBD313B,  LBD314B) NOT ACT
2. H24
3. (LBTRA36, LBTRA37) ACT
4. (LBD312B, LBD313A, LBD313B, LBD314A, LBD314B) NOT  ACT
5. (LBD306, LBD302, LBTRA53, LBTRA55) ACT",To facilitate FRA operations,,LB,28 JAN 2025,
LB5510,LBBG,RUTAR,,"ONLY AVBL FOR TFC
1. VIA (DINRO (L919, DCT) GOSLO (T228, DCT) RUTAR)_x000D_
2. DEP LBWN AND-THEN ARR LBBG","(LBD312A & LBD315, LBTRA53 & LBTRA55 & LBD302 & LBD306) NOT ACT",To facilitate FRA operations,,LB,28 JAN 2025,
LB5511,LBWN,EXIGA,,"ONLY AVBL FOR TFC
1. VIA (RASUB DCT BULEN (L744, DCT) EXIGA) & ABV FL245
2. VIA (BULEN (L744, DCT) EXIGA) & BLW FL245",H24,To facilitate FRA operations,To adapt restriction to the planned removal of the fixed route network in Romania. Traffic should plan RASUB DCT BULEN instead of RASUB L605 BULEN.,LB,28 JAN 2025,
LB5512,LBWN,DICXA,,"ONLY AVBL FOR TFC
1. VIA (XANEX N605 DICXA)
2. VIA (XANEX DCT DELIN DCT TUNVO DCT GRN DCT AMTOV DCT BODMO DCT ALIVI DCT EKSOL (N605, DCT) DICXA)
3. VIA (UMPIT (T343, DCT) DICXA)
4. DEP (LBGO, LBPD)",H24,To facilitate FRA operations. To prevent sector clipping between FS VARNA and FS SOFIA.,,LB,10 MAY 2025,
LB5513,LBWN,GOSLO,,"ONLY AVBL FOR TFC
VIA (DINRO (L919, DCT) GOSLO)","(LBD312A, LBD315, LBTRA53) NOT  ACT",To facilitate FRA operations,,LB,28 JAN 2025,
LB5514,LBWN,TUGSO,,"ONLY AVBL FOR TFC
VIA (UVUDA (P727, DCT) BGS (L919, DCT) TUGSO) EXC DEP LBBG",H24,To facilitate FRA operations,,LB,28 JAN 2025,
LB5515,LBGO,DELIN,,"ONLY AVBL FOR TFC
1. VIA (GOL N605 DELIN)
2. VIA (GOL DCT XANEX DCT DELIN)",H24,To facilitate FRA operations,,LB,28 JAN 2025,
LB5516,LBGO,AMTOV,,"ONLY AVBL FOR TFC
VIA (BODMO (N605, DCT) AMTOV)",H24,To facilitate FRA operations,,LB,28 JAN 2025,
LB5523,LBSF,RUMEN,,"ONLY AVBL FOR TFC
VIA (ADUNO (P92, DCT) PDV (N739, DCT) RUMEN) EXC DEP LBPD",LBTRA63 ACT,To  facilitate FRA operations,,LB,28 JAN 2025,
LB5524,LBGO,,"(AMTOV, DELIN)",,H24,To facilitate FRA operations,,LB,05 OCT 2024,
LB5525,LBBG,RUEXX,,"NOT AVBL FOR TFC
VIA (LR, LT, LY)",H24,"To facilitate FRA operations. To prevent unexpected flight planning for LBBG arrivals. To avoid opposite flows in evolution in FRA.
Traffic via LR and arriving at LBBG shall file via the defined connecting routes via RASUB/BULEN, DINRO or AMTOV. 
Traffic arriving at LBBG via LT shall plan via MAKOL, NEGEM or ODERO.",,LB,29 MAR 2025,
LB5526,LBBG,VABUR,,"ONLY AVBL FOR TFC
VIA MAKOL",H24,"To facilitate FRA operations. To avoid opposite flows in evolution in FRA.
Traffic arriving at LBBG shall plan VABUR only if via MAKOL.",,LB,28 JAN 2025,
LB5527,LBBG,UVUDA,,"ONLY AVBL FOR TFC
VIA IBLAX",H24,To prevent LBBG Arrivals to plan outside defined connecting routes,,LB,28 JAN 2025,
LB5529,LBWN,IVGOT,,"ONLY AVBL FOR TFC
1. VIA (IRDUM DCT RORKI (T555, DCT) MATEL (L744, DCT) IVGOT)
2. VIA (INKOM  (T555, DCT) MATEL (L744, DCT) IVGOT)
3. VIA (ODERO  (T86, DCT) MATEL (L744, DCT) IVGOT)
4. VIA (NEGEM  (T746, DCT) MATEL (L744, DCT) IVGOT)
5. VIA (MAKOL  (T67, DCT) IVGOT)
6. VIA (DINRO (L620, N616, DCT) MATEL (L744, DCT) IVGOT)","1. (LBD312B, LBD313A, LBD313B, LBD314A, LBD314B, LBD315) NOT  ACT                    
2. (LBD312B, LBD313A, LBD313B, LBD314A, LBD314B) NOT ACT 
3. (LBD313B, LBD314B) NOT ACT  
4. H24              
5. H24    
6. LBTRA53 ACT & (LBD312A, LBD312B, LBD315) NOT  ACT",To facilitate FRA operations,,LB,28 JAN 2025,
LB5530,LBSF,MOREK,,"ONLY AVBL FOR TFC
VIA VELBA",H24,To prevent inconsistent flight planning within Sofia Approach,,LB,28 JAN 2025,
LB5531,LBSF,VANET,,"ONLY AVBL FOR TFC
VIA (EVIVI, ATFIR)",H24,To prevent inconsistent flight planning within Sofia Approach,,LB,28 JAN 2025,
LB5532,LBSF,GOL,,"COMPULSORY FOR TFC
XNG LR - LB BDRY
----------
ONLY AVBL FOR TFC
1. XNG LR - LB BDRY
2. VIA (VADEN, MAKOL, NEGEM, ODERO, INKOM)
3. DEP LB**","H24
----------
H24",To prevent inconsistent flight planning within Sofia Approach,,LB,28 JAN 2025,
LB5533,LBSF,DEDIN,,"ONLY AVBL FOR TFC
DEP LB**",(LBTRA31 & LBTRA32A) NOT ACT,To prevent inconsistent flight planning within Sofia Approach,,LB,19 APR 2025,
LB5534,LBSF,GAPVO,,"ONLY AVBL FOR TFC
DEP LB**",(LBTRA31 & LBTRA32A) NOT ACT,To prevent inconsistent flight planning within Sofia Approach,,LB,19 APR 2025,
LB5535,LBSF        ,UMPIT,,"ONLY AVBL FOR TFC
DEP LB**",(LBTRA31 & LBTRA32A) NOT ACT,To prevent inconsistent flight planning within Sofia Approach,,LB,19 APR 2025,
LBLY5500,LBSF,NISVA,,"ONLY AVBL FOR TFC
VIA LYBACTA",H24,To prevent inconsistent flight planning within Sofia Approach,,"LB, LY",28 JAN 2025,
LC5501,LCLK,RUDER,,"ONLY AVBL FOR TFC
1. VIA (KRASI DCT RUDER)_x000D_
2. VIA (ALSUS M978 RUDER)
----------
COMPULSORY FOR TFC
VIA (VESAR, NIKAS)","H24
----------
H24","FRA connecting route
To force traffic on correct ARR route",,LC,29 JAN 2025,
LC5502,LCPH,,ESERI,"ONLY AVBL FOR TFC
1. VIA (APLON M32 ESERI)_x000D_
2. VIA (ANANE M42 ESERI)
----------
COMPULSORY FOR TFC
VIA (RASDA, LAKTO, PASOS, SUVAS, DAFNA, MERVA, NIKAS, VESAR, BALMA, KUKLA)","H24
----------
H24","FRA connecting route
To force traffic on correct ARR route",,LC,29 JAN 2025,
LC5503,LLBG,ZUKKO,,"ONLY AVBL FOR TFC
1. VIA (AZERE L189 ZUKKO)_x000D_
2. VIA (PIKOG L609 ZUKKO)",H24,FRA connecting route,,LC,29 JAN 2025,
LC5506,LCLK,BETID,,"ONLY AVBL FOR TFC
VIA (ANANE M28 BETID)
----------
COMPULSORY FOR TFC
VIA RASDA","H24
----------
H24","FRA connecting route
To force traffic on correct ARR route",,LC,29 JAN 2025,
LC5507,LCLK,BONEK,,"COMPULSORY FOR TFC
VIA (TOSKA, EVENO, TOMBI)",H24,To force traffic on correct ARR route,,LC,29 JAN 2025,
LC5508,LCLK,EMEDA,,"COMPULSORY FOR TFC
VIA (LAKTO, PASOS, DAFNA, MERVA)",H24,To force traffic on correct ARR route,,LC,29 JAN 2025,
LC5509,LCLK,KOBER,,"ONLY AVBL AND COMPULSORY FOR TFC
VIA BALMA
----------
NOT AVBL FOR TFC
DEP OLBA","H24
----------
H24",To force traffic on correct ARR route,,LC,29 JAN 2025,
LC5510,LCPH,TOBAL,,"COMPULSORY FOR TFC
VIA (TOMBI, EVENO, TOSKA)",H24,To force traffic on correct ARR route,,LC,29 JAN 2025,
LC5511,LCRA,,ANANE,"ONLY AVBL FOR TFC
1. VIA (MEZUS M67 ANANE)_x000D_
2. VIA (APLON M28 ANANE)_x000D_
3. VIA (VELOX M42 ANANE)_x000D_
4. FLT-TYPE (M) 
----------
COMPULSORY FOR TFC
VIA (TOMBI, EVENO, TOSKA, RASDA, LAKTO, PASOS, DAFNA)","H24
----------
H24","FRA connecting route
To force traffic on correct ARR route",,LC,29 JAN 2025,
LC5512,LCRA,,IREFA,"ONLY AVBL FOR TFC
1. VIA (EMEDA M67 IREFA)_x000D_
2. FLT-TYPE (M)
----------
COMPULSORY FOR TFC
VIA (NIKAS, VESAR)","H24
----------
H24","FRA connecting route
To force traffic on correct ARR route",,LC,29 JAN 2025,
LD5510,LDDU,SIPAL,,"COMPULSORY FOR TFC
1. VIA (LDZOW, LDZOC) & ARR LDDU 
EXC VIA 
    a. LQSBCTA 
    b. DEP LQMO",H24,To preserve segregation of arriving and departing flows for LDDU in SECSI FRA,,LD,19 MAR 2025,
LD5512,LDOS,OSDUK,,"COMPULSORY FOR TFC
ARR LDOS & VIA LHCCCTA",LDTR26A NOT ACT,"To facilitate roundabout system - departures via BAREB, arrivals via OSDUK",,LD,18 SEP 2024,
LD5513,LDZA,"(NEKIN, VEBAL)",,"COMPULSORY FOR TFC
ARR LDZA & VIA LHCCCTA",H24,"To facilitate roundabout system - departures via KOPRY, arrivals via NEKIN/VEBAL",,LD,18 SEP 2024,
LD5515,LDSP,"(OKLAX, SAL)",,"COMPULSORY FOR TFC
ARR LDSP & VIA LJLACTA","(LDTR28B, LDTR28C, LDTR29B, LDTR29C) ACT", To enable arriving LDSP when area is active,,LD,18 SEP 2024,
LD5516,LDOS,OSDUK,,"NOT AVBL FOR TFC
ARR LDOS & VIA LHCCCTA",LDTR26A ACT,To forbid arrivals to LDOS via OSDUK when military area is active,,LD,18 SEP 2024,
LD5517,LDSP,OKLAX,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LDSP & VIA LDZOC","(LDTR28B, LDTR28C, LDTR29B, LDTR29C) ACT",To enable arriving LDSP when area is active,,LD,18 SEP 2024,
LD5518,LDDU,ORAKA,,"COMPULSORY FOR TFC
ARR LDDU & VIA LIRRNC",H24,To preserve segregation of arriving and departing flows for LDDU,,LD,19 MAR 2025,
LD5519,LDDU,NETKO,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LDDU & VIA (LQSBCTA, LQMOTMA)",H24,To preserve segregation of arriving and departing flows for LDDU,,LD,07 MAY 2025,
LE5504,LEBL,GRAUS,,"COMPULSORY FOR TFC
VIA MARIO",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,13 OCT 2024,
LE5505,LEBL,LOBAR,,"COMPULSORY FOR TFC
VIA VAKIN",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,13 OCT 2024,
LE5506,LEBL,VERSO,,"ONLY AVBL AND COMPULSORY FOR TFC
VIA MUREN",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,13 OCT 2024,
LE5507,LERS,GIR,,"COMPULSORY FOR TFC
VIA (ALBER, BISBA, SLL, BGR)",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,30 JUL 2024,
LE5508,LERS,BCN,,"COMPULSORY FOR TFC
VIA (MUREN, LUNIK)",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,30 JUL 2024,
LE5509,LEBZ,,HIJ,"TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5510,LECO,,"RIVEM,NEXEP","TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5511,LEGR,,MGA,"TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5512,LEHC,,HUE,"TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5515,LEMI,,DINCO,"COMPULSORY FOR TFC
VIA AMR",H24,"No STAR available for RWY 23, expect ATC instructions via PALOS and PALOS1Q STAR",,LE,21 MAY 2020,
LE5516,LEMI,,ALT,"COMPULSORY FOR TFC
VIA ALT",H24," No STAR available for RWY05, expect tactical ATC instructions via PALOS and PALOS1T STA",,LE,21 MAY 2020,
LE5517,LEPP,,PPN,"TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5518,LERT,,"ALCOL,SVL,MGA,ONUBA,PIMOS","TBD
- General conditions apply",H24,"No STAR available via:
a. ALCOL, expect routing via ALCOL-MRN-AOG.
b. SVL, expect routing via SVL-AOG.
c. MGA, expect routing via MGA-TOBOS-AOG.
d. ONUBA, expect routing via ONUBA-ALAOS-AOG.
e. PIMOS, expect routing via PIMOS-TOBOS-AOG.
Restrictions apply to civil aircraft, see LERT AD2 item 20",,LE,,
LE5519,LESA,,"AVILA,ZMR","TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5520,LEST,,"RIVEM,NEXEP","TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5522,LEVD,,"ZMR,NEA","TBD
- General conditions apply",H24,No STAR available via ZMR / NEA expect ATC instructions,,LE,,
LE5523,LEVX,,"KORAV,MEGAT,RIVEM,NEXEP","TBD
- General conditions apply",H24,"No STAR available, expect ATC instructions",,LE,,
LE5544,LEAB,,BLN,"ONLY AVBL FOR TFC
FLT-TYPE (M)",H24,"No STAR available via BLN , expect ATC instructions",,LE,13 OCT 2024,
LE5545,LEAL,,ALT,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (LELC, LERI, LEMI)",H24,"Traffic allocation within Valencia TMA / 
No STAR available, expect ATC instructions",,LE,13 OCT 2024,
LE5546,LEAL,RESTU,,"ONLY AVBL FOR TFC
LER63 NOT ACT",H24,"To segregate traffic flows, and force traffic onto proper STAR",,LE,13 OCT 2024,
LE5547,LEAL,VLC,,"COMPULSORY FOR TFC
DEP LEVC",H24,Traffic allocation within Valencia TMA,,LE,,
LE5548,LEAM,ESILA,,"COMPULSORY FOR TFC
DEP LEGR",H24,Traffic allocation with neighboring airports,,LE,,
LE5549,LEAM,KUNEN,,"COMPULSORY FOR TFC
DEP LEMG",H24,Traffic allocation with neighboring airports,,LE,,
LE5550,LEAM,"DOSEK
",,"ONLY AVBL FOR TFC
LER63 NOT ACT",H24,To avoid entering LER63 (san javier Flight and parachuting school),,LE,13 OCT 2024,
LE5551,LEBB,CEGAM,,"NOT AVBL FOR TFC
VIA (DGO, GASMO)",H24,To force onto DGO STAR.,,LE,30 JUL 2024,
LE5552,LEBB,DGO,,"COMPULSORY FOR TFC
VIA (DGO, GASMO)",H24,To force onto DGO STAR,,LE,30 JUL 2024,
LE5554,LEBL,,SLL,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LELL",H24,"Traffic allocation within Barcelona TMA / 
No STAR available, expect ATC instructions",,LE,08 MAR 2023,
LE5555,LEBZ,,SANTA,"ONLY AVBL FOR TFC
FLT-TYPE (M)",H24,"No STAR available, expect ATC instructions",,LE,13 OCT 2024,
LE5556,LECO,,SO,"ONLY AVBL FOR TFC
DEP (LEST, LEVX)",H24,"Traffic allocation for arriving traffic / 
No STAR available, expect ATC instructions",,LE,13 OCT 2024,
LE5557,LEDA,REBUL,,"COMPULSORY FOR TFC
1. DEP BALEARES_GROUP
2. DEP (LEBL, LERS, LEGE, LEDA, LELL, LESU)",H24,"1. Traffic allocation between Palma and Barcelona TMA
2. Traffic allocation within Barcelona TMA",,LE,14 JAN 2025,
LE5559,LEGE,MAMUK,,"COMPULSORY FOR TFC
1. DEP (LEIB, PALMA_GROUP)
2. DEP (LEBL, LERS, LEGE, LEDA, LELL, LESU)",H24,"1. Traffic allocation between Palma and Barcelona TMA
2. Traffic allocation within Barcelona TMA",,LE,14 JAN 2025,
LE5561,LEGR,,GDA,"ONLY AVBL AND COMPULSORY FOR TFC
DEP LEMG",H24,"Traffic allocation within Sevilla TMA
No STAR available, expect ATC instructions",,LE,,
LE5563,LEIB,NEVIC,,"ONLY AVBL AND COMPULSORY FOR TFC
DEP (LEMH, LESL)",H24,Traffic allocation within Palma TMA,,LE,13 OCT 2024,
LE5564,LEIB,TOLSO,,"ONLY AVBL AND COMPULSORY FOR TFC
1. DEP (LEBL, LELL, LERS)
2. RFL BLW FL195 IN LECB",H24,Traffic allocation between Barcelona and Palma TMA,,LE,24 MAY 2024,
LE5565,LEJR,,JRZ,"ONLY AVBL FOR TFC
DEP (LEMG, LEZL, LEJR)
----------
COMPULSORY FOR TFC
DEP (LEMG, LEZL)","H24
----------
H24","Traffic allocation within Sevilla TMA
No STAR available, expect ATC instructions",,LE,13 OCT 2024,
