DEP ID,DEP AD,"Last PT SID /
SID ID",DCT DEP PT,DEP FPL Options,"DEP Time
Applicability","DEP Operational
Goal",DEP Remarks,NAS / FAB,"Release
Date"
EE5508,EFHK,KOIVU,,"NOT AVBL FOR TFC
DEP EFHK
1. except via KOIVU Y123 LARTI
2. crossing EE-UL boundary except via KOIVU Y123 LARTI Q77 KEXLE
3. ARR EETU except via KOIVU Y123 LARTI Q77 KEXLE
4. crossing EE/EV-ES boundary
5. crossing EV-EY boundary via ADAXA, VAGVO, KEDUX, GARSO, RONUS, DOKOT, TIRIN, RUCAV, EKLIN
6. crossing EE-EF boundary",H24,"2, 3. To avoid enterting EETTFED sector
4. This traffic shall file via VALOX to avoid Tallinn FIR.
5. This traffic shall file via VALOX
6.  To avoid re-entry to Helsinki FIR. Traffic shall file VALOX Y117 ROSAX DCT NEBSI to avoid Helsinki FIR",,EE,01 APR 2023
LK5548,LKKV,LOMKI,,"ONLY AVBL FOR TFC
1. ARR PRAGUE_GROUP, LKVFR_GROUP, LKKV
2. VIA LOMKI DCT DOBEN
------
COMPULSORY FOR TFC
1. VIA RUDAP, NIRGO
2. ARR LKCS",H24,"FRA connecting route
To force traffic on correct DEP route

ARR LKPD/CV shall file BALTU DCT OKL DCT BEKVI
ARR LKCS shall file LOMKI DCT DOBEN DCT BUDWA
Other flights shall file BALTU DCT OKL DCT VOZ",,LK,17 MAY 2023
LP5528,LPFR,,ABLEG,"COMPULSORY FOR TFC
via ABLEG",H24,Airport connectivity (ARR LPPR),ATC will assign correct SID according to RWY in Use (see LPFR AD 2.20 and 3.2),LP,16 APR 2023
LP5527,LPFR,,ELVAR,"ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
DEP LPFR VIA
OGERO, UREDI, TOSDI, BARDI, ADORO",H24,To allocate correctly departing traffic and ensure correct FDP,"ATC will assign correct SID according to RWY in Use (see LPFR AD 2.20, 3.2)",LP,16 APR 2023
LP5526,LPFR,,"DEMOS, PINEK, BALNO,AGADO","ONLY AVBL FOR TFC
Type RNAV (ALL letters A, B, C, D)
------
COMPULSORY FOR TFC
DEP LPFR VIA
DEMOS, PINEK, BALNO, AGADO",H24,To allocate correctly departing traffic and ensure correct FDP,ATC will assign correct SID according to RWY in Use (see LPFR AD 2.20 and 3.2),LP,17 APR 2023
LZLK5501,LKTB,ODNEM,,"ONLY AVBL FOR TFC
1. ODNEM A4 BERVA
2. ARR LZMC
3. With RFL below FL135 in LZBBFIR",H24,FRA connecting route,,"LZ, LK",18 APR 2023
LR5524,LROD,,URNEQ,"NOT AVBL FOR TFC
DEP LROD
Except:
1. Via URNEQ DCT/M423 ROMAG
2. Via URNEQ DCT/Z921 BADOR",H24,To facilitate FRA operations,,LR,20 APR 2023
LC5513,LCLK,"PHA1W, 2B",,"NOT AVBL FOR TFC
DEP LCLK
Except
1. Via PHA M31 GENOS DCT PEDER and then TOMBI 
2. Via PHA M31 GENOS DCT PEDER DCT EVENO
3. Via PHA M31 GENOS DCT TOSKA
------
COMPULSORY FOR TFC
DEP LCLK VIA EVENO, TOSKA, TOMBI",H24,To Facilitate FRA Operations,,LC,23 APR 2023
LE5774,LEBL,DUQQI,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LERS",H24,Traffic allocation within Barcelona TMA,,LE,25 APR 2023
LE5775,LEBL,MAMUK,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEGE",H24,Traffic allocation within Barcelona TMA,,LE,25 APR 2023
LE5777,LEGE,VIBOK,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LERS",H24,Traffic allocation within Barcelona TMA,,LE,25 APR 2023
LE5776,LEBL,VIBOK,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEBL/LELL",H24,Traffic allocation within Barcelona TMA,,LE,25 APR 2023
LE5778,LERS,VIBOK,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEBL, LERS, LELL",H24,Traffic allocation within Barcelona TMA,,LE,25 APR 2023
LE5780,LEDA,VIBOK,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LEBL, LERS, LELL",H24,Traffic allocation within Barcelona TMA,,LE,25 APR 2023
EN5591,ENBO    ,,"ABTAM,BNN,DISMU,EMDAM,IBVIS,PENNO,PIKOX,ODNOS","NOT AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
with-rfl-above FL095
except flt-type X",H24,RNAV1/RNP1 equipped flights shall file via published SID if RFL above FL095,,EN,27 APR 2023
ED5559,EDDF,SULUS,,"NOT AVBL FOR TFC
ARR EDDN",H24,"to force traffic onto correct SIDs. CP EDDF-EDDN shall file KOMIB3D SID
",,ED,17 MAY 2023
LF7209,LFPM,,OLZOM,,H24,ARR/DEP facilitation,	Cf LF Sup AIP 257/22,LF,16 MAY 2023
ED5612,EDTY,DKB,,"NOT AVBL FOR TFC
VIA DKB P605 TAKUT 
THIS TRAFFIC SHALL FILE LAMPU SID",H24,To force departing traffic towards the north onto LAMPU SID,,ED,17 MAY 2023
EP5536,EPPO,,OBOLA,"ONLY AVBL FOR TFC
ARR (EPPO, EPZG) WITH RFL BLW FL095",H24,To allow shorter flight planning option for training flights from EPPO to EPPO/EPZG,,EP,24 MAY 2023
LR5591,LRBV,EBCOL,,"NOT AVBL FOR TFC
DEP (LRBV)
EXC 
VIA (EBCOL) DCT/Z922 (COZMU) DCT/Z922 (TOMET)",H24,To facilitate FRA operations,,LR,03 JUN 2023
LR5592,LRBV,LEBAT,,"NOT AVBL FOR TFC
DEP (LRBV)
EXC 
VIA (LEBAT) DCT (ZULOC)",H24,To facilitate FRA operations,,LR,03 JUN 2023
LR5593,LRBV,OBCAS,,"NOT AVBL FOR TFC
DEP (LRBV)
EXC
VIA (OBCAS) DCT (LAPKA)",H24,To facilitate FRA operations,,LR,03 JUN 2023
LE5706,LECO,,DEMOS,"COMPULSORY FOR TFC
ARR GCLP/TS/XO/RR/FV via LPPCCTA",H24,"No SID available via  DEMOS, expect ATC instructions",,LE,26 MAY 2023
LE5712,LEVX,DEMOS,,"COMPULSORY FOR TFC
ARR GCLP/TS/XO/RR/FV via LPPCCTA",H24,To segregate traffic flows. ,,LE,26 MAY 2023
LE5709,LEST,DEMOS,,"COMPULSORY FOR TFC
ARR GCLP/TS/XO/RR/FV via LPPCCTA",H24,To segregate traffic flows,,LE,26 MAY 2023
ED5519,EDDF,MTR6C,,"NOT AVBL FOR TFC
Except Type (NOT ALL letters B, C, D) equipped",H24,To force departing traffic onto correct SID,,ED,16 JUN 2023
LZ5523,EPKK,REGTO,,"ONLY AVBL FOR TFC
via REGTO T195 RAZEC
------
COMPULSORY FOR TRAFFIC WITH RFL ABV FL245 IN LZBB
1. via LHCCNORTH
2. crossing LZ-UK boundary
2. ARR LZKZ",H24,FRA connecting route,,LZ,14 JUN 2023
ED5613,EDLE,,"BAM, BOT","ONLY AVBL FOR TFC
DEP EDLE",H24,"to offer DEP EDLE connectivity to the ATS network, even so these points are more than the general limit of 10NM miles away",,ED,14 JUN 2023
EG5811,EGSS,LAM,,"ONLY AVBL FOR TFC
ARR: EGLD, EGLL, EGWU",H24,To ensure correct flight planning using the LAM SID.,,EG,16 JUN 2023
LO5560,LOWK,BERTA,,"NOT AVBL FOR TFC
VIA LOVVW16",H24,BERTA should not be used for flights DEP LOWK westbound. VILAK should be used.,,LO,23 JUN 2023
LK5580,LKCS,BUDWA,,"COMPULSORY FOR TFC
VIA RUDAP, NIRGO, OKG, RAPET, VARIK",H24,To force traffic on correct DEP route,,LK,26 JUN 2023
LK5581,LKCS,TABEM,,"COMPULSORY FOR TFC
1. VIA HDO, BEFRE, TOMTI, LAGAR
EXC VIA LKPRTMA VIA BUDWA AND THEN APRAQ DCT OKL
2. VIA BAVOK, PADKA
3. VIA LZBBFIR EXC VIA DITIS AND THEN LOVVE16, LOWWAPP",H24,"To force traffic on correct DEP route

Traffic via TMA Praha shall file APRAQ DCT OKL DCT VENOX or APRAQ DCT OKL DCT ARTUP or VLM DCT OKL DCT VENOX or VLM DCT OKL DCT ARTUP",,LK,26 JUN 2023
LF5815,LFDN,MAREN,,"COMPULSORY FOR TFC
VIA LFFRASW
------
NOT AVBL FOR TFC
via LFFRASW except
1. via MAREN A25 ESUZE DCT CNA DCT LMG
2. via MAREN A25 BMC DCT VAVIX DCT BTZ [DCT/R10] URUNA
3. via MAREN A25 BMC DCT VAVIX DCT NETUK
4. via MAREN A25 ESUZE DCT VELIN DCT SECHE
5. via MAREN A25 ESUZE DCT CNA DCT POI
6. via MAREN A25 ESUZE DCT CNA DCT ADABI DCT BOKNO
7. via MAREN A25 ESUZE DCT CNA DCT TUDRA DCT BEVOL",H24,"Airport connectivity
----
to organize DEP in LFFRASW","Other SID only available below FL195 in LFBBFIR
FRA rule
In CACD define as per Annex3B:
ESUZE DCT CNA, ESUZE DCT VELIN, VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,14 AUG 2023
LF7033,LFDP,,OLERO,"COMPULSORY FOR TFC
DEP LFDP
------
NOT AVBL FOR TFC
VIA LFFRASW EXC VIA
1. OLERO A25 ESUZE DCT CNA DCT LMG
2. OLERO A25 ESUZE DCT VELIN DCT SECHE
3. OLERO A25 BMC DCT VAVIX DCT BTZ [DCT/R10] URUNA
4. OLERO A25 BMC DCT VAVIX DCT NETUK",H24,"Airport connectivity
--------
To organize DEP in LFFRASW","FRA rule
In CACD define as per Annex3B:
ESUZE DCT CNA, ESUZE DCT VELIN, VAVIX DCT BTZ: MEA-UNL
Other DCTs: FL195-UNL",LF,14 AUG 2023
LO5561,LOWK    ,REKTI,,"ONLY AVBL FOR TFC
REKTI AND THEN VIA LJLACTA",H24,To force traffic onto the dedicated SID REKTI.,,LO,07 JUL 2023
GC5561,GCXO,GDV,,"ONLY AVBL AND COMPULSORY FOR TFC
1. ARR GCFV
2. VIA COSTI, REMGI, ODEGI, URQUI, BIPET, ROTUM

------
NOT AVBL FOR TFC
ARR L***, E***, U***",H24,Traffic allocation within Canarias TMA,,GC,09 AUG 2023
GC5577,GCFV,,HIE,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCHI",H24,"Traffic allocation within Canarias TMA
No SID available expect routing via LORPO-DRANO-HIE.",,GC,09 AUG 2023
GC5587,GCHI,,TFS,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCGM",H24,"Traffic allocation within Canarias TMA
No SID available for RWY34, expect ATC instructions",,GC,09 AUG 2023
GC5590,GCHI,,KOPUD,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCFV",H24,"Traffic allocation within Canarias TMA
No SID available expect routing via YELBE-EJADE-ZUCRU-TOMOS-KOPUD",,GC,09 AUG 2023
GC5595,GCGM,,LARYS,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCRR",H24,"Traffic allocation within Canarias TMA
No SID available expect routing via  BOXCO-TESEL-TFN-LARYS",,GC,09 AUG 2023
GC5596,GCGM,,KOPUD,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCFV",H24,"Traffic allocation within Canarias TMA
No SID available expect routing via  ESIQE-SARWO-TOMOS-KOPUD",,GC,09 AUG 2023
LE5785,GCHI,ARACO,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLA",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5786,GCHI,TFN,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCXO",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5787,GCHI,YELBE,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLP, GCTS",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5788,GCLA,YEQAY,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCTS, GCGM",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5789,GCLP,LOMAS,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCTS",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5790,GCLP,MOVAS,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCGM",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5791,GCTS,COSSE,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCXO",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5792,GCTS,GDV,,"ONLY AVBL AND COMPULSORY FOR TFC
1. ARR GCFV
2. VIA COSTI",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5793,GCTS,MOROD,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLA",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5794,GCTS,PELIN,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCLP, GCLB",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5795,GCXO,YEQAY,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCTS, GCGM",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LE5796,GCXO,,TFN,"ONLY AVBL AND COMPULSORY FOR TFC
ARR GCXO",H24,Traffic allocation within Canarias TMA,,LE,09 AUG 2023
LF7249,LFLL,ASLEG,,"NOT AVBL FOR TFC
RFL BLW FL155",H24,"LoA LFLL/LSAG, LFMM/LSAG, traffic must at FL160 minimum",,LF,11 JUL 2023
ES5512,OSLO_GROUP,OKSAT,,"NOT AVBL FOR TFC
Above FL095
DEP OSLO_GROUP
Except 
1. Via OKSAT L996 [GETPA L727/L996 LATKU L996 KELIN] / [GETPA L727/L996 LATKU L727 NEGIL]
2. Via OKSAT L996 [KORET L727/L996 LATKU L996 KELIN]
3. ARR SATENAS_GROUP, KARLSTAD_GROUP",H24,"To facilitate correct DEP traffic flow
Oslo / Farris TMA",,ES,07 JUL 2023
LZ5522,EPKK,BABKO,,"ONLY AVBL FOR TFC
1. via BABKO L856 VADEX
2. via BABKO M866 NIDOK
3. via BABKO M66 LIPTY 
------
COMPULSORY FOR TRAFFIC WITH RFL ABV FL245 IN LZBB
1. via LHCCWEST, LOVVFIR
This traffic shall file BABKO L856 VADEX
2. ARR LZZI
This traffic shall file BABKO L856 VADEX
3. via LHCCEAST
This traffic shall file BABKO M866 NIDOK
4. ARR BUDAPEST_GROUP, LZIB/PP/MC/SL/PE/PT/TN/LU
This traffic shall file BABKO M866 NIDOK
5. ARR LZTT
This traffic shall file BABKO M66 LIPTY",H24,FRA connecting route,,LZ,11 JUL 2023
LA5512,LAKU,RINAV,,"ONLY AVBL FOR TFC
VIA (INLOT, RETRA, MAVAR, PAPIZ, DIMIS)",H24,facilitating correct DEP flow from LAKU ,,LA,17 JUL 2023
LO5517,LOWW,RUPET,,"ONLY AVBL FOR TFC
1. RUPET DCT GRZ
2. ARR (LOWG, LOWK)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5513,LOWW,MEDIX,,"ONLY AVBL FOR TFC
VIA MEDIX DCT (RENKA, LAMSI)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5552,LOWG,MILGO,,"NOT AVBL FOR TFC
VIA ERKIR",H24,To facilitate correct DEP traffic flows,,LO,25 JUL 2023
LO5516,LOWW,OSPEN,,"ONLY AVBL FOR TFC
VIA OSPEN DCT ABRUK DCT SETAL",H24,To segregate departure flows,,LO,25 JUL 2023
LO5518,LOWG,MUREG,,"ONLY AVBL FOR TFC
VIA OBUTI 
WITH RFL BLW FL125 IN (LOVVFIR & LJLAFIR)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5519,LOWG,GOLVA,,"ONLY AVBL FOR TFC
1. VIA PETOV
2. ARR LJMB",H24,To segregate departure flows,,LO,25 JUL 2023
LO5521,LOWG,ABIRI,,"NOT AVBL FOR TFC
VIA LJLAACC",H24,To segregate departure flows,,LO,25 JUL 2023
LO5523,LOWI,UNKEN,,"ONLY AVBL FOR TFC
WITH RFL BLW FL125 IN (LOVVFIR & EDMMFIR)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5556,LOWW,BUWUT,,"ONLY AVBL FOR TFC
DEP LOWW VIA SID (BUWUT)",H24,To ensure usage for DEPs LOWW via BUWUT and DITIS.,,LO,25 JUL 2023
LO5522,LOWG,GBG,,"NOT AVBL FOR TFC
VIA (LDZON, LDZATMA)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5554,LOWS,INROM,,"ONLY AVBL FOR TFC
1. VIA (EDMMFIR, EDUUUIR)
A. VIA SIMBA
B. VIA UPEGU
2. VIA LKAAFIR
3. VIA LZBBFIR
4. ARR (LOWW, LOWL, LOL*, LOA*, LOXT)
------
COMPULSORY FOR TFC
VIA SIMBA",H24,To segregate departure flows,,LO,25 JUL 2023
LO5528,LOWS,RTT,,"ONLY AVBL FOR TFC
ARR (LOWI, LOIJ, LOWZ) WITH RFL BLW FL125",H24,To segregate departure flows,,LO,25 JUL 2023
LO5515,LOWW,SOVIL,,"ONLY AVBL FOR TFC
1. VIA (LOVVB16, LOWSAPP) EXC VIA ERKIR
2. ARR LOWL",H24,To segregate departure flows,,LO,25 JUL 2023
LO5520,LOWG,RADLY,,"NOT AVBL FOR TFC
VIA (LOVVW16, LOWKAPP)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5524,LOWK,KLAGY,,"NOT AVBL FOR TFC
VIA (LOVVS16, LOWGAPP)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5527,LOWL,LIMRA,,"COMPULSORY FOR TFC
VIA (LOVVS16, LOWGAPP)
EXC VIA (STEIN, SASAL)
------
ONLY AVBL FOR TFC
VIA (LOVVS16, LOWGAPP)",H24,To segregate departure flows,,LO,25 JUL 2023
LO5559,LOWL,"(PETEN1E, PETEN1W)",,"ONLY AVBL FOR TFC
1. VIA PETEN DCT UPEGU
2. VIA PETEN DCT SKODA DCT UPEGU
3. VIA PETEN DCT ADLET & ARR LKCS
4. FLT-TYPE (X)",H24,"1) To allow depature via PETEN, but only via UPEGU. 
2) Should be used when LKTSA1 is aktive.
3) New City Pair option LOWL - LKCS",,LO,25 JUL 2023
EN5602,ENHD,ODINU,ODINU,"COMPULSORY FOR TFC
FLT-TYPE (S)
DEP ENHD WITH ARR ENVA",H24,To facilitate correct DEP traffic flow,,EN,15 JUL 2023
LM5509,LICD    ,,DOBIX,"COMPULSORY FOR TFC
DEP LICD VIA DOBIX M740 PAN / DOBIX M978 SONAK",H24,To connect LICD SIDs with transition routes in LMMMFIR,Required routing in Field 15: DOBIX M740 PAN / DOBIX M978 SONAK (ref LM AIP ENR 3.5),LM,13 JUL 2023
LF7237,"(LFPG, LFPB, LFPO, LFPN, LFPV)","(OPALE, ATREX, NURMO)",,"ONLY AVBL FOR TFC
WITH RFL ABV FL115",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7238,"(LFPG, LFPB, LFPN, LFPV)","(EVX, LGL)","EVX,LGL",,H24,"trafic organization, in accordance with LF AIP",DCT for RFL<115 and/or non-RNAV,LF,04 AUG 2023
LF7239,"(LFPG, LFPB, LFPO, LFPN, LFPV)","(RANUX, BUBLI)",,"ONLY AVBL FOR TFC
WITH RFL ABV FL195",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7240,"(LFPG, LFPB, LFPO, LFPN, LFPV, LFOB)","(DIKOL, BAXIR)",,"ONLY AVBL FOR TFC
WITH RFL BTN FL115-FL195",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7241,"(LFPG, LFPB, LFOB)","(AGOPA, ERIXU, LATRA, OKASI, PILUL)",,"ONLY AVBL FOR TFC
WITH RFL ABV FL195 AND ENG-TYPE (J)",H24,"trafic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7243,"(LFPG, LFPB, LFPN, LFPV, LFPT)",,EGOZE,"ONLY AVBL FOR TFC
WITH RFL BLW FL115",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7244,"(LFPG, LFPB, LFPT)",,"(NIPOR, ALIMO)","ONLY AVBL FOR TFC
WITH RFL BLW FL115",H24,"trafic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7247,"(LFPG, LFPB)",LANVI,,"ONLY AVBL FOR TFC
WITH RFL ABV FL195 AND ENG-TYPE (J)",H24,"trafic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7252,"(LFPO, LFPN, LFPV)","(AGOPA, ERIXU, LATRA, OKASI, PILUL)",,"ONLY AVBL FOR TFC
WITH RFL ABV FL195",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7253,"(LFPO, LFPN, LFPV)","(OLZOM, MONOT, DORDI)",,"ONLY AVBL FOR TFC
WITH RFL BLW FL195",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7254,LFPO,LGL,,,H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7255,LFPO,EVX,,"ONLY AVBL FOR TFC
WITH RFL BLW FL195",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7256,"(LFPN, LFPV)",,NIPOR,"ONLY AVBL FOR TFC
WITH RFL BLW FL115",H24,"traffic organization, in accordance with LF AIP",,LF,04 AUG 2023
LF7257,LFPT,,"(OPALE, ATREX, NURMO)","ONLY AVBL FOR TFC
WITH RFL ABV FL115",H24,"traffic organization, in accordance with LF AIP",Expect a junction to published SID of LFPB,LF,04 AUG 2023
LF7258,LFPT,,"(EVX, LGL)",,H24,"traffic organization, in accordance with LF AIP",Expect a junction to published SID of LFPB,LF,04 AUG 2023
LF7259,LFPT,,"(RANUX, BUBLI)","ONLY AVBL FOR TFC
WITH RFL ABV FL195",H24,"traffic organization, in accordance with LF AIP",Expect a junction to published SID of LFPB,LF,04 AUG 2023
LF7260,LFPT,,"(DIKOL, BAXIR)","ONLY AVBL FOR TFC
WITH RFL BTN FL115-FL195",H24,"traffic organization, in accordance with LF AIP",Expect a junction to published SID of LFPB,LF,04 AUG 2023
LF7261,LFPT,,LANVI,"ONLY AVBL FOR TFC
WITH RFL ABV FL195 AND ENG-TYPE (J)",H24,"traffic organization, in accordance with LF AIP",Expect a junction to published SID of LFPB,LF,04 AUG 2023
LF7262,LFPT,,"(AGOPA, ERIXU, LATRA, OKASI, PILUL)","ONLY AVBL FOR TFC
WITH RFL ABV FL195 AND ENG-TYPE (J)",H24,"traffic organization, in accordance with LF AIP",Expect a junction to published SID of LFPB,LF,04 AUG 2023
LI5559,LICC,PEKOD  /  UXUTA ,,"NOT AVBL FOR TFC
DEP LICC EXC ARR LICA
THIS TRAFFIC SHALL FILE VIA BUDIN",H24,To force traffic via TSE,,LI,20 JUL 2023
ED5516,EDDS,TAGIK,,"ONLY AVBL FOR TFC
VIA (ASKIK, ABUMO) BLW FL245 in ED** 
EXC ARR EHAM VIA Z850",H24,to force traffic onto correct departure routing,,ED,23 JUL 2023
ED5504,EDDS,"KUNOD1B,2H",,"ONLY AVBL FOR TFC
ENG-TYPE (JET)
------
NOT AVBL FOR TFC
ARR EDDM",H24,to force traffic onto correct departure routing and to avoid CP EDDS - EDDM run into active TRA,,ED,23 JUL 2023
ED5560,EDDE,ERF,,"NOT AVBL FOR TFC
ACFT-PBN (D1, D2, D3, D4, O1, O2, O3, O4)",H24,to force traffic onto correct departure routing,,ED,23 JUL 2023
ED5564,EDAB,ABLOX,,"NOT AVBL FOR TFC
EXC ARR (EDDB, HAVEL_GROUP)",H24,to force traffic onto correct departure routing,,ED,23 JUL 2023
ED5566,EDDL,MODRU,,"NOT AVBL FOR TFC
WITH RFL BLW FL205",H24,to force traffic onto correct departure routing,,ED,23 JUL 2023
ED5569,EDDW,SOFED1M / SOFED1L,,"NOT AVBL FOR TFC
VIA (SOFED1M,  SOFED1L)","MON - THU 07:00-22:30 (06:00-21:30)
FRI 07:00-16:00 (06:00-15:00)","Due to activity of military airspaces, operators shall file OTEXE SIDs during these times. Whenever possible, tactical DCTs will be cleared by ATCOs to reduce flight distance.
",,ED,23 JUL 2023
ED5563,EDDF,OBOKA,,"NOT AVBL FOR TFC
1. ARR EDGGFIR EXC ARR EDDK
2. ARR EBBUFIR",H24,to force traffic onto correct SID,,ED,23 JUL 2023
ED5511,EDFH,ABSIX,,"NOT AVBL FOR TFC
EXC
1. ARR (EDFH, EDDF)
2. ACFT-PBN NOT (A, B, C, D) VIA ABSIX Z100 ULKIG",H24,To force departing traffic onto correct SID and to enable CP EDFH - EDDF to file ABSIX DCT RAMOB for UNOKO STAR intercept,,ED,23 JUL 2023
ED5513,EDDS,TEDGO,,"NOT AVBL FOR TFC
EXC
1. FLT-TYPE (X)
WITH ARR EDDS
2. ARR ETHL",H24,SID requirement          ,,ED,23 JUL 2023
ED5570,EDDM,GIVMI,,"NOT AVBL FOR TFC
ENG-TYPE (TURBOPROP, PISTON)
EXC VIA T161",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5572,EDDM,ALG,,"NOT AVBL FOR TFC
EXC
1. ARR EDJA 
   BLW FL095
2. ENG-TYPE (Jet) 
3. VIA UMTEX
   ABV FL245",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5574,EDDM,"GIVMI
",,"COMPULSORY FOR TFC
VIA
1. Y101 INBED
2. ERNAS T161 REDNI",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5576,EDDN,RODIS,,"ONLY AVBL FOR TFC
1. ARR (EDMMFIR, LKPR)
2. VIA L604",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5577,EDDM,KIRDI,,"NOT AVBL FOR TFC
VIA BIBAG",H24,To force departing traffic onto correct SID. DEP EDDM towards BIBAG shall use the BIBAG SIDs.,,ED,23 JUL 2023
ED5578,EDDC,LALUK,,"NOT AVBL FOR TFC
EXC ARR PRAGUE_GROUP",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5580,EDDM,OLASO,,"NOT AVBL FOR TFC
EXC VIA LUPEN ABV FL245","MON-THU  22:30 (21:30)-07:00 (06:00)
FRI  16:00 (15:00)-MON 07:00 (06:00)
During legal holiday",To force departing traffic onto correct SID. Outside these times file SID MERSI Y100.,,ED,23 JUL 2023
ED5581,EDDF,TOBAK,,"NOT AVBL FOR TFC
VIA Z10",H24,To force departing traffic onto correct SID. Traffic towards North shall file MARUN SIDs.,,ED,23 JUL 2023
ED5583,EDDN,SULUS,,"ONLY AVBL FOR TFC
VIA L604 GORKO",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5571,EDDK,COL,,"NOT AVBL FOR TFC
EXC
1. ARR (FRANKFURT_GROUP, FRANKFURT_YZ_GROUP)
2. FLT-TYPE (X)",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5585,EDDL,DODEN,,"ONLY AVBL FOR TFC
WITH RFL ABV FL245 ENG-TYPE (Jet)",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5587,EDDL,GMH,,"NOT AVBL FOR TFC
EXC WITH RFL BLW FL145 IN ED**",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5588,EDLN,GMH,,"NOT AVBL FOR TFC
EXC WITH RFL BLW FL145 IN ED**",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5591,EDLN,KUMIK,,"NOT AVBL FOR TFC
EXC WITH RFL ABV FL145",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5594,EDDL,NUDGO,,"ONLY AVBL FOR TFC
WITH RFL BLW FL245 IN ED**",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
ED5595,EDDS,SUL,,"ONLY AVBL FOR TFC
1. ENG-TYPE (Turboprop, Piston)
2. ENG-TYPE (Jet) WITH ARR (EDNY, EDTL, LSZH, LSZR)",H24,To force departing traffic onto correct SID,,ED,23 JUL 2023
