ID,Airway,From,To,"Point or
Airspace",Utilization,"Time
Applicability",Categorisation,"Operational
Goal",Remarks,ATC Unit,NAS/FAB,"Release
Date"
EG3210,,,,BELOX/GETNO/TUPEM,"NOT AVBL FOR TFC
Via (DEGOS, ERNAN, NIMAT, NEVRI, ROTEV)",H24,S,To reduce complexity and prevent traffic filing close to the FIR boundary.  This traffic shall file via the BAGSO/LIFFY area.,,EG**ACC,EG,29 OCT 2021
EG3211,,,,EGPXFRA,"COMPULSORY FOR TFC
ARR/DEP (EGPD, EGPE)
With RFL above FL255 in EG",H24,S,To ensure correct FDP.  Traffic should file one of the mandated FRA arrival/departure connecting routes if filing above FL255 in UK airspace.,,EG**ACC,EG,29 OCT 2021
EGEI1043,Q36,ENDEQ,ALAVA,,"NOT AVBL FOR TFC
via PT DEXEN",H24,S,TO FORCE TRAFFIC ONTO CORRECT SID OUT OF EIDW,,EGEI,"EG,EI",03 JUN 2021
EGEI1044,L975,LIFFY,ROLEX,,"NOT AVBL FOR TFC
via PT DEXEN",H24,S,TO FORCE TRAFFIC TO USE CORRECT SID OUT OF EIDW,,EGEI,"EG,EI",03 JUN 2021
EGEI1045,Q37,BOFUM,DONAX,,"NOT AVBL FOR TFC
via PT DEXEN",H24,S,TO FORCE TRAFFIC TO USE CORRECT SID OUT OF EIDW,,EGEI,"EG,EI",03 JUN 2021
LF3133,,,,TUPAR,"NOT AVBL FOR TFC
1. ARR LFRRFIR except DEP LFRH with ARR LFRH
2. Via REVTU
3. Via (OBATO, SABLE, KEPER, NIMER)",H24,S,"1.Traffic should file via MANAK
2. Traffic organisation LFRRN Sector: 
This-traffic-shall-file via MANAK UY110 REVTU
3. To avoid sharp turns",,"(LFRRACC,
LFBBACC)",LF,09 JUL 2021
EK2000,,,,ODN,"NOT AVBL FOR TFC
DEP EKRK (except Type M)
Via EDYYDHOL sector",H24,S,Segregation of arriving traffic from departing traffic,,EKDKACC,EK,08 JUN 2021
LFLS1038,A242,POGOL,HR,,"ONLY AVBL FOR TFC
1. ARR (LFSB/SM, LSGC/GK/MA/MD/ME/ZM/ZB/ZC/ZG)
2. DEP (LFJL/SN/SG, EDDR/RZ, ELLX)",H24,S,"Airspace design
To force traffic on a specific route, LOA between Reims ACC and Zurich ACC",,"LFEEACC, LSAZACC","LF,LS",08 JUN 2021
YX2007,,,,EDYYUTA,"NOT AVBL FOR TFC
DEP (EBFN, EBKT)
except via
1. DOFMU N873 EKROS L980 PAM
2. REMBA M624 RITAX - [PITES, SUTAL, LIPNI]
3. REMBA UL607 SPI - [LIRSU, MATUG, KENUM]
4. DOFMU N873 SPY",H24,S,Connecting Routes to / from Maastricht UAC. Flight plans which follow one of the given route options can enter the airspace volume which is controlled by Maastricht UAC. Flight plans which follow other routes (which are not listed in column F) shall laterally or vertically (profile shall stay below FL245) avoid entering the airspace of Maastricht UAC.,,EDYYUAC,YX,09 JUL 2021
EG3212,,,,LYD,"COMPULSORY FOR TFC
DEP EGKB,EGMC,EGTO
1. ARR EGHH,EGHI,EGHO,EGHQ,EGTE FARNBOROUGH_GROUP
2. VIA WAFFU",H24,S,To ensure correct route for positioning traffic and if via WAFFU,,EG**ACC,EG,06 AUG 2021
LF2014,UM732/UZ193/UZ194,OLNUL,NIVDA,,"ONLY AVBL FOR TFC
Via SOSUR",H24,S,Flow organization.,,LFMMACC,LF,14 JUN 2021
EBED1006,T180,SPI,NIVNU,,"ONLY AVBL FOR TFC
ARR EDFM/FV/FZ/RY/RK, ETAR, FRANKFURT_GROUP",H24,S,To segregate arriving traffic from overflying traffic,,"(EBBUACC, EDGGACC, EDYYUAC)","EB,ED",09 JUL 2021
EBED1007,T181,ARCKY,TOBOP,,"ONLY AVBL FOR TFC
ARR (EDFM/FV/FZ/RY/RK, ETAR, FRANKFURT_GROUP) except DEP PARIS_GROUP",H24,C,To segregate arriving traffic from overflying traffic,,,"EB,ED",09 JUL 2021
LF3322,,,,RILIP,"NOT AVBL FOR TFC
1. DEP (LEMD, LP**) with ARR (LO**, LR**, LT**)
2. DEP (GC**, GM**) with ARR (LIM*, LIP*, LHBP)
3. DEP (LEMD, LPPT/FR) with ARR (LIP*, LHBP)","1. H24
2, 3  AIRAC MAR..AIRAC OCT",S,"1. To reduce complexity by forcing traffic on shortest routes
2,3. To reduce complexity on LFMMYY sector",,LFMMACC,LF,30 JUN 2021
LF3326,,,,LFMMCTA,"NOT AVBL FOR TFC
Type Jet
1. DEP (LG**, HE**,  (LI** (except LIE*), LMML) with ARR LS**, LFSB
2. DEP LSGG with ARR O*
3. DEP LSGG with ARR (LIRA/RF)","1.2.  H24
3.AIRAC MAR..AIRAC OCT
H24",S,To avoid aberrant and critical routing. To force traffic onto shortest route. To offload sectors in summer.,,LFMMACC,LF,30 JUN 2021
LS2921,Y1,MOKIP,GVA,,"ONLY AVBL AND COMPULSORY FOR TFC
ARR LSGS via LFFFLMH",H24,S,"To link ATS RTE to airfield connecting points. Traffic to LSGS shall file via MOKIP Y1 VALOR 
",,LSAGACC,LS,01 OCT 2021
LS2922,,,,"GVA, VENAT, MOLUS, MOBLO, BANKO","COMPULSORY FOR TFC
ARR LSGS
1.via LF except DEP BASEL_GROUP
2.LI",When LST900Z is active,S,To provide alternatives for arrival LSGS when VALOR is not available,,LSAGACC,LS,23 JUN 2021
LF3807,UN851,TORTU,OKBON,,"ONLY AVBL FOR TFC
ARR LIE*
------
NOT AVBL FOR TFC
When LFT44C1Z and LFT44C2Z and LFT44D1Z and LFT44D2Z are not active",H24,S,Flow organization in LFMMACC,,LFMMACC,LF,19 JUN 2021
EG3213,,,,TRN,"COMPULSORY FOR TFC
ARR EIDW 
Via BLACA
1. Crossing EN-EG boundary above FL255
2. Crossing EK-EG boundary above FL255",H24,S,To to enforce standard arrival route via PC FRA for traffic from the Polaris and Copenhagen FIRs.,,EG**ACC,EG,29 OCT 2021
EG3214,,,,TRN,"COMPULSORY FOR TFC
DEP EIDW 
Via ROTEV
1. Crossing EG-EN boundary above FL255
2. Crossing EG-EK boundary above FL255",H24,S,To to enforce standard departure route via PC FRA for traffic to the Polaris and Copenhagen FIRs.,,EG**ACC,EG,29 OCT 2021
UK2129,,,,ODNIV,"NOT AVBL FOR TFC
below FL275
except
1. via L67, L69, M64, M70, N604, P29, Z924
2. dep-arr UKDE",H24,S,FRAU / ATS Route Network Requirements,,UKDVACC,UK,01 OCT 2021
LS2558,,,,VADAR,"COMPULSORY FOR TFC
ARR LSGS with RFL above FL185
Via LSAZCTA, LSAZUTA",H24,C,To provide connection to VADAR STAR,,LSAGACC,LS,23 JUN 2021
EBYX1003,Y868,NAVAK,SOGRI,,"ONLY AVBL FOR TFC
DEP EDDK/LW with RFL above FL195",H24,S,"To force traffic on a more direct route
Flight efficiency
",,"(EBUUACC, EDYYUAC)","EB,YX",03 SEP 2021
EBYX1004,,,,REMBA,"NOT AVBL FOR TFC

1. DEP ELLX via DIK M624 REMBA
2. DEP EBOS VIA NIK",H24,S,"1. To avoid Military airspace. This traffic shall file DIK N852 TERLA L608 SOGRI
2. To force traffic onto a more direct route. This traffic shall file KOK/FERDI UL607 REMBA or MAK L607 GILOM M624 REMBA",,"(EBBUACC, EDYYUAC)","EB,YX",03 SEP 2021
EBYX1005,,,,COA,"NOT AVBL FOR TFC
1. ARR EGHH/HI/KK 
2. Below FL195 via COA L179 NIK and then via NIK M624 BUB
3. DEP EBBR/MB via DENUT L608 COA",H24,S,"1. To segregate arriving traffic. This traffic shall file L610.
2. To force traffic onto the correct routing. This traffic shall file COA Y50 GOLEX L607.
3. To force traffic on correct departing route. DENUT is for traffic via L610.",,"(EBBUACC, EDYYUAC)","EB,YX",03 SEP 2021
EBYX1010,N873,ADUTO,FERDI,,"NOT AVBL FOR TFC
1. ARR EG** With-RFL-above FL245
2. ARR EHBK
3. Via UL607 REMBA",H24,S,"To prevent turning
1. To provide an option for traffic to UK in the lower airspace",,EDYYUAC,"EB,YX",03 SEP 2021
EBLF1001,N872,CIV,MEDIL,,"NOT AVBL FOR TFC
1. ARR LFOB/OH/OP/RG/OI
This-traffic-shall-file ROBAL M617 CMB
with-RFL-below FL175
2. With-RFL-below FL195",H24,S,"1. To force traffic into LFFFACC
2. LoA compliance",,LFEEACC,"EB,LF",03 SEP 2021
EBLF1000,N852,SUTAL,DIK,,"NOT AVBL FOR TFC
Above FL195
Except DEP STRASBOURG_GROUP",H24,C,To segregate departing traffic from overflights,,LFEEACC,"EB,LF",03 SEP 2021
EB2023,M150,DIK,PITES,,"NOT AVBL FOR TFC
Below FL245

DEP BRUSSELS_GROUP, EBLG, EHEH","MON 07:00..23:00 (06:00..22:00)
TUE..THU 06:00..23:00 (05:00..22:00)
FRI 06:00..17:00 (05:00..16:00)",S,To avoid TRA305 airspace (TRA Lauter),,,EB,03 SEP 2021
EBED1010,T857,SPI,DENOV,,"ONLY AVBL FOR TFC
ARR EDGGFIR except EDDL/LN with  RFL above FL245 in EBURUIR",H24,S,To segregate overflying traffic from arriving traffic,,,"EB,ED",03 SEP 2021
EHEB1007,N852,LOPIK,LUTOM,,"NOT AVBL FOR TFC
ARR EBLG, EDGGFIR except EDDS, EHAAFIR",H24,S,Traffic orientation,,"(EHAAACC,
EDYYUAC)","EH,EB",03 SEP 2021
EBEH1003,N852,TERLA,VELED,,"NOT AVBL FOR TFC
1. DEP EBBUFIR except ELLX, EDGGFIR, EHAAFIR
2. ARR EHAAFIR",H24,S,"1. To prevent unusual flight plans
2. To force traffic on the correct arrival routes",,,"EB,EH",03 SEP 2021
EB2039,Q50,SPI,ARCKY,,"NOT AVBL FOR TFC
1. ARR EDFM/FV/FZ/RY/RK, ETAR, FRANKFURT_GROUP
This-traffic-shall-file SPI T180 TOBOP 
2. DEP BRUSSELS_GROUP except EBAW 
This-traffic-shall-file SOPOK ETENO ROPUV
3. DEP EBLG, EHBK
This-traffic-shall-file LNO ARCKY L607 UBIDU
4. ARR EDDK/GS/KB/KL
This-traffic-shall-file SPI T857 DENOV T861 ERUKI",H24,C,"1. to segregate arriving from overflying traffic
2. to segregate departing from overflying traffic
3. To force traffic on the correct departure.",,,EB,03 SEP 2021
EB2055,Y180,NISIV,DIK,,"NOT AVBL FOR TFC
1. Via BATTY, GESLO, RITAX
2. via LIMGO except DEP EDFH
3. DEP ELLX via ASMOX",H24,C,To prevent unusual flight plans,,,EB,03 SEP 2021
EBED1009,T856,DIK,ERUKI,,"ONLY AVBL FOR TFC
ARR EDGGFIR except EDDK/DL/GS/KB/LN/LV, ETNG",H24,S,"To segregate arriving traffic
EDYY requirement",,"(EBBUACC, EDGGACC, EDYYUAC)","EB,ED",03 SEP 2021
EB2058,Y862,SPI,PODEN,,"NOT AVBL FOR TFC
1. Above FL245 DEP BRUSSELS_GROUP, EBLG, ELLX
2. ARR EDDK/FH",H24,S,"1.To avoid EDYY
2. to force traffic on the correct Star to EDDK, and to avoid unusual flight planning arriving EDFH",,,EB,03 SEP 2021
EBYX1015,Z283,SUMAS,NAVAK,,"ONLY AVBL FOR TFC
1. DEP EDDL/LN/LV
A. Above FL195 except ARR PARIS_GROUP
B. Below FL195",H24,S,Traffic orientation,,"(EBBUACC, EDYYUAC)","EB,YX",03 SEP 2021
EBYX1016,Z283,NAVAK,PINUS,,"ONLY AVBL FOR TFC
DEP EDDK/DL/LN/LV
Except ARR PARIS_GROUP",H24,S,"Traffic orientation
Departures EDDK shall file NVO Y868  NAVAK",,"(EBBUACC, EDYYUAC)","EB,YX",03 SEP 2021
EBYX1025,UL607,KOK,FERDI,,"NOT AVBL FOR TFC
1. Via N873 HELEN
2. ARR EHBD/BK",H24,S,"1 & 2. To prevent turning in a complex area  
2. This traffic shall file KOK L607 LNO",,EDYYUAC,"EB,YX",03 SEP 2021
EBYX1029,Y/UY50,FERDI,CIV,,"NOT AVBL FOR TFC
Via EDYYUTA",H24,S,"To avoid EDYYACC airspace
This traffic may climb after MEDIL",,EDYYUAC,"EB,YX",03 SEP 2021
EBYX1032,N853,ARCKY,KOGES,,"NOT AVBL FOR TFC
ARR EDGGFIR",H24,S,To segregate arriving traffic from overflying traffic,,EDYYUAC,"EB,YX",03 SEP 2021
EBYX1037,Z283,SOPOK,RITAX,,"NOT AVBL FOR TFC
DEP BRUSSELS_GROUP",H24,S,To facilitate departing traffic,,EDYYUAC,"EB,YX",03 SEP 2021
EB2088,,,,SOPOK,"NOT AVBL FOR TFC
DEP EBBR/MB, EHEH with ARR EDDF",H24,S,"SID/STAR requirement. To segregate departing traffic
To force traffic on the EDDF arrival route. This traffic shall file SPI TOBOP NIVNU RASVO",,,EB,03 SEP 2021
EB2089,,,,SOPOK,"COMPULSORY FOR TFC
DEP EBCI via Y863",H24,S,"SID/STAR requirement
To prevent unusual flight plans",,,EB,03 SEP 2021
EBYX1038,M150,DIK,PITES,,"NOT AVBL FOR TFC
Above FL195 
1. DEP EHBK, EBLG, ETNG
This-traffic-shall-file LNO ARCKY L607 ROPUV

 2. DEP EDGGFIR",H24,S,"1. LoA requirement, to force traffic on the correct routing

 2. To avoid unusual flight planning",,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EBYX1041,Y/UY50,FERDI,LUMEN,,"NOT AVBL FOR TFC
Via UN873 ADUTO Via EDYYUTA",H24,S,To prevent  unusual flight plans,,EDYYUAC,"EB,YX",03 SEP 2021
EBYX1046,UN857,DIK,TOLVU,,"NOT AVBL FOR TFC
Via IBERA N853 DIK/ROUSY M624 DIK",H24,S,To avoid unexpected sharp turn at DIK,,EDYYUAC,"EB,YX",03 SEP 2021
EBYX1056,L610,DENUT,BULAM,,"NOT AVBL FOR TFC
ARR EGKK below FL245
If above FL245 via EBURUIR",H24,S,To prevent early descents below FL245 within EBURUIR,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EB2221,M617,CIV,ROBAL,,"NOT AVBL FOR TFC
Via LESDO",H24,S,"To force traffic onto a more direct route and to avoid unusual flight planning.
This traffic shall file CIV N872 MEDIL",,,EB,03 SEP 2021
EBED1019,M150,DIK,KRH,,"NOT AVBL FOR TFC
DEP ELLX",H24,S,To force departing traffic onto transition routes Q763 and Z729.,,"(EBBUACC, EDGGACC, EDUUUAC, EDYYUAC)","EB,ED",03 SEP 2021
EB2012,L607,ARCKY,SUXIM,,"NOT AVBL FOR TFC
1. ARR EDFM/FV/FZ/RY/RK,ETAR, FRANKFURT_GROUP
2. DEP ELLX",H24,S,"1. To segregate arriving from overflying traffic, to force traffic on the correct arrival route via T181 IMVIX
2. This traffic shall file via ASMOX",,,EB,03 SEP 2021
EB2030,UM617,SOGRI,CIV,,"ONLY AVBL FOR TFC
1. DEP EDGGFIR except (FRANKFURT_GROUP, EDDS/FH)
2. ARR PARIS_GROUP below FL245
3. ARR (EBKT, LFOI, BEAUVAIS_GROUP, LILLE_GROUP)",H24,C,"1. Concerns CTL rule.
2. To force them on the correct route. To keep traffic out of EDYYUAC.
3. To allow specific arrival flows via CIV.",,"(EBBUACC,
EDYYUAC)",EB,03 SEP 2021
EB2068,,,,RITAX,"NOT AVBL FOR TFC
DEP BRUSSELS_GROUP, EBKT via IDOSA",H24,C,To prevent unusual flight plans,,,EB,03 SEP 2021
EBYX1028,UZ319,DENOX,DELOM,,"ONLY AVBL FOR TFC
ARR PARIS_GROUP, LFOK,LFOB",H24,S,To segregate arriving traffic from overflying traffic. When available traffic shall file UY131 instead,,EDYYUAC,"EB,YX",03 SEP 2021
EGEB1006,L18,DVR,VABIK,,"ONLY AVBL FOR TFC
ARR BRUSSELS_GROUP, EBLG, PARIS_GROUP, EH **",H24,S,Traffic Orientation via KONAN/VABIK,,,"EG,EB",03 SEP 2021
EGEB1009,L18,DVR,VABIK,,"NOT AVBL FOR TFC
DEP EGFF//HH/HI/HO/LL/SS/TC/TK/VA/VN/WU, EGA*, EGB*, EGC*, EGG*, EGN* except EGNE, EGP*, EGQ*, FARNBOROUGH_GROUP",H24,S,"Traffic Orientation via KONAN/VABIK
This traffic shall file DET Q70",,,"EG,EB",03 SEP 2021
EBEG1005,,,,VABIK,"NOT AVBL FOR TFC
Crossing EB-EG boundary below FL115",H24,S,To prevent flight planning crossing boundary at VABIK below FL115,,EBBUACC,"EB,EG",03 SEP 2021
LFEB1014,,,,MEDIL,"NOT AVBL FOR TFC
ARR LFOE/OK/RC/RK with RFL above FL245",H24,S,To comply with LoA between LFFF and EBBU,,LFFFACC,"LF,EB",03 SEP 2021
EGEB1002,L179,GILTI,PIBUX,,"NOT AVBL FOR TFC
Above FL245
1. DEP EB**
Except 
a.DEP EBFN/OS
b. ARR FARNBOROUGH_GROUP 
2. Overfly EB**
Except 
DEP EBFN/OS",H24,S,"Traffic Orientation, to ensure correct positioning of traffic through GILTI/RAPIX/SUMUM
2. This traffic shall file RAPIX/SUMUM",,,"EG,EB",03 SEP 2021
LFEB1006,UY873,LUMIL,BELOB,,"ONLY AVBL FOR TFC
ARR EHAM
WHEN BELOB UY873 DENUT IS AVAILABLE",05:00..23:00 (04:00..22:00),S,"For BELOB UY873 DENUT availability check in Belgium AIP and AUP.
Also requested by Maastricht.",,LFEEACC,"LF,EB",03 SEP 2021
LFEB1003,UM170,KUDIN,RAPOR,,"ONLY AVBL FOR TFC
ARR PARIS_GROUP",H24,S,To force traffic on Night/Weekend routes when EB MIL area is not active.,AIP SUP AIRAC 025/18 Use of conditional routes,,"LF,EB",03 SEP 2021
EBED1016,UN858,LIMGO,BETEX,,"NOT AVBL FOR TFC
1. DEP ELLX
This-traffic-shall-file LULAT Y890 RASVO
2. Via DIK",H24,S,"1. Flight efficiency
2. To avoid unusual turns",,,"EB,ED",03 SEP 2021
EB2076,UM617,CIV,BUPAL,,"ONLY AVBL FOR TFC
DEP LILLE_GROUP",H24,S,To facilitate departures LILLE_GROUP,,,EB,03 SEP 2021
EB2078,N853,DIK,ARCKY,,"NOT AVBL FOR TFC
1. ARR EDDF
2. DEP ELLX With-RFL-below FL195",H24,S,"1. To prevent unusual flight plans
2. To prevent traffic entering ED-R117 (17,000' AGL)",,,EB,03 SEP 2021
EHEB1001,,,,WOODY,"NOT AVBL FOR TFC
DEP/Overfly EHAAFIR
Via (COA, DENUT, HELEN)
Except ARR EBOS",H24,S,To stop turning,,"(EBBUACC,
EHAAACC,
EDYYUAC)","EH,EB",03 SEP 2021
LFEB1013,UN852,GTQ,SUTAL,,"NOT AVBL FOR TFC
DEP LFST above FL245",H24,S,Loa requirement between EBBUACC and LFEEACC and more accurate flight planning and data exchange,,"(LFEEACC,
EBBUACC)","LF,EB",03 SEP 2021
EB2090,,,,SOGRI,"COMPULSORY FOR TFC
DEP EDDK
ARR PARIS_GROUP
With-RFL-above FL195
------
COMPULSORY FOR TFC
DEP EDDLwith ARR PARIS_GROUP
With-RFL-above FL195
This-traffic-shall-file
SOGRI UM617 SISGA UZ319","H24

------

JAN, FEB, NOV,DEC
MON..TUE 07:30..21:00
WED..FRI 07:00..17:00

JUN, JUL,AUG
MON..FRI 06:00..16:00

MAR, APR, MAY,
SEP, OCT
MON..TUE  07:00..23:00 (06:00..22:00)
WED..FRI 07:00..17:00 (06:00..16:00)",C,"Traffic orientation.
To mitigate complexity in the EBBU FIR between FL195-245
This traffic shall file
1. SOGRI UM617 SISGA UZ319
2. SOGRI DCT DELOM when available
------------------------------------------------------------------------------------------
Traffic orientation.
- To mitigate complexity in the EBBU FIR between FL195-245
- NETEX DCT DELOM available for better flight planning during CDR1 opening times.",,,EB,03 SEP 2021
EBED1014,L179,DIBIR,SORAT,,"NOT AVBL FOR TFC
ARR BRUSSELS_GROUP except EBAW",H24,S,To force traffic onto the correct arrival route,,,"EB,ED",03 SEP 2021
EBED1017,L607,LNO,ROPUV,,"NOT AVBL FOR TFC
DEP EHEH above FL245",H24,C,To deconflict with ARR EBBR,,,"EB,ED",03 SEP 2021
EGEB1008,L608,CLN,SASKI,,"NOT AVBL FOR TFC
DEP EG or overflying (EGTTUIR, EGTTFIR) 
With-RFL-above FL115 within (EB, EH)",H24,S,To segregate departing and arriving traffic to and from LTMA and to ensure traffic does not flight plan low level in UK airspace and then request a climb in Belgian airspace,,,"EG,EB",03 SEP 2021
EHEB1002,M617,MAS,SOGRI,,"ONLY AVBL FOR TFC
DEP EDLN",H24,S,To facilitate departing traffic,,"(EBBUACC,
EHAAACC)","EH,EB",03 SEP 2021
EB2107,,,,MAK,"NOT AVBL FOR TFC
DEP EBOS via REMBA",H24,S,"to avoid turn in GILOM to REMBA , to force traffic onto more direct route (UL607)",,,EB,03 SEP 2021
EBYX1044,Y50,CIV,IDOKO,,"NOT AVBL FOR TFC
ARR LF**
With-RFL-above FL245 in EBBUUIR",H24,S,To force traffic onto the correct route. This traffic shall file UZ319 or UY131.,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EBYX1045,UY50,CIV,DELOM,,"NOT AVBL FOR TFC
ARR PARIS_GROUP, LFOK
With-RFL-above FL245 in EBURUIR",H24,S,To force traffic onto the correct route. This traffic shall file UZ319 or UY131.,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EBYX1049,UY131,NIK,BARTU,,"NOT AVBL FOR TFC
Via CIV",H24,S,To force traffic on a more direct route,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
LFEB1008,Z/UZ173,VEKIN,ARVOL,,"ONLY AVBL FOR TFC
ARR EBAW/BR/CI/MB",H24,S,Specific route for this traffic (LOA between EBBU and LFFF),,,"LF,EB",03 SEP 2021
LFEB1009,Z/UZ373,CMB,ARVOL,,"ONLY AVBL FOR TFC
ARR EBAW/BR/CI/MB",H24,S,Specific route for this traffic (LOA between EBBU and LFFF),,,"LF,EB",03 SEP 2021
EBYX1052,UY50,CIV,LUMEN,,"NOT AVBL FOR TFC
Above FL245 
Except for DEP EBCI",H24,S,To segregate departing traffic from overflying traffic,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EB2218,,,,LIMGO,"NOT AVBL FOR TFC
DEP ELLX",H24,S,To prevent unusal flightplanning,,,EB,03 SEP 2021
EBYX1057,,,,"(ROBAL, IDOKO)","NOT AVBL FOR TFC
DEP EHAM/RD
With-RFL-above FL245 in EBURUIR",H24,S,To avoid Maastricht UAC airspace.,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EBYX1058,Y180,DIK,TILVI,,"NOT AVBL FOR TFC
1. Via EDYYBUTA
2. DEP BRUSSELS_GROUP",H24,C,To prevent unusual flight plans,,"(EDYYUAC,
EBBUACC)","EB,YX",03 SEP 2021
EB2223,UM617,CIV,ROBAL,,"ONLY AVBL FOR TFC
ARR (BEAUVAIS_GROUP, LFOI)",H24,S,To facilitate arriving traffic.,,"(EBBUACC,
EDYYUAC)",EB,03 SEP 2021
EBEH1005,,,,LNO,"COMPULSORY FOR TFC
ARR EHBD/EH via DIK",H24,S,SID/STAR requirement,,"(EBBUACC,
EHAAACC)","EB,EH",03 SEP 2021
EB2115,,,,LNO,"NOT AVBL FOR TFC
DEP EBBR/CI/MB
With-RFL-above FL195 in EBBUFIR",H24,S,SID/STAR requirement,,EBBUACC,EB,03 SEP 2021
EGEB1007,,,,SASKI,"COMPULSORY FOR TFC
With-RFL-above FL105
DEP EBOS
Via LAM",H24,S,Traffic Orientation. EBOS departures via LAM shall file SASKI,,,"EG,EB",03 SEP 2021
EHEB1008,Z311,BATAK,BEKEM,,"ONLY AVBL FOR TFC
ARR BRUSSELS_GROUP except EBAW",When BEKEM Z311 NIK is available,S,To segregate arriving traffic from overflying traffic. When EBTRANA or EBR20 (above FL95) are active BEKEM Z311 NIK is closed in Belgium. In this situation traffic ARR EBBR/MB shall file an WOODY STAR.,,EHAAACC,"EH,EB",03 SEP 2021
EBED1002,M170,LNO,NVO,,"NOT AVBL FOR TFC
Above FL195
Except ARR ED**  (except EDDK/GS/KB/KL) 
Traffic ARR EDDK/GS/KB/KL-shall-file SPI T857 DENOV T861 ERUKI",H24,C,1. To segregate overflights from arriving traffic EDDK/DL.,,"(EBBUACC,
EDGGACC)","EB,ED",03 SEP 2021
EB2213,N872,NIK,CIV,,"NOT AVBL FOR TFC
1. DEP EBOS
2. Via BUB M624 NIK",H24,S,"1. To force traffic onto a more direct route
This traffic shall file 
a. KOK L607 GOLEX Y50 CIV T172
b. KOK UL607 FERDI UY50 CIV UN872
2. To force traffic onto a more direct route (L610) and prevent inventive FPLs. ",,,EB,03 SEP 2021
EBED1018,M170,NVO,LNO,,"NOT AVBL FOR TFC
1. ARR (EBLG, EHBK/EH) above FL095
2. DEP (EDDK, ETAD) with an RFL above FL195 in EB",H24,C,"1. To offer connection for traffic between EDDK and EBLG/EHBK/EH
To mitigate complexity in LNO area",,"EBBUACC, EDGGACC)","EB,ED",03 SEP 2021
EB2227,M170,LNO,PODAT,,"NOT AVBL FOR TFC
with RFL below FL60",H24,C,To avoid creative FPLs,,EBBUACC,EB,03 SEP 2021
EBEG1002,L610,NIK,BULAM,,"ONLY AVBL FOR TFC
Only  available for traffic 
 
1. ARR EGHH/HI/KK, FARNBOROUGH_GROUP
2. With RFL above FL205
a. ARR/Overfly NAT, EI**
b. ARR EGPXFIR
c. ARR EGTTFIR except LONDON_GROUP (except EGKK), EGSH/UL/UN/YM",H24,S,"Requirement adjacent centre
1. To facilitate arrivals
2. Flights to specified destinations shall file a requested level above FL205.
2c. Traffic ARR EGKB/LC/LL/MC/TO/WU shall file L/UL608 LOGAN. Traffic ARR EGGW/SC/SS shall file SUMUM Y/UY6.",,"(EBBUACC, EDYYUAC, EGTTACC)","EB,EG",03 SEP 2021
EB2215,,,,DIK,"NOT AVBL FOR TFC
1. ARR EDFH except dep ELLX below FL145
2. DEP ELLX except-via ARCKY, LNO, BATTY, ASMOX, REMBA",H24,S,"1. LoA between EBBUACC & ELLXAPP. Traffic orientation within EBBUFIR. 
 2. To prevent unusual flight planning",,,EB,03 SEP 2021
EBYX1002,Y28,BUB,HELEN,,"ONLY AVBL AND COMPULSORY FOR TFC
arr EHAM/EHRD/EHWO via BUB",H24,S,To segregate arriving traffic from overflying traffic,,EDYYUAC,"EB,YX",03 SEP 2021
EB2087,,,,NIK,"NOT AVBL FOR TFC
1. DEP EBBR,EBMB except via NIK L191 PEVAD L191 VICOT",H24,S,"SID/STAR requirement
To segregate departing traffic",,,EB,03 SEP 2021
EBYX1001,Y18,FERDI,DENUT,,"ONLY AVBL AND COMPULSORY FOR TFC
arr EHAM,EHRD,EHLE,EHBD,EHEH via FERDI",H24,S,To segregate arriving traffic from overflying traffic,,"EDYYUAC, EBBUACC","EB,YX",03 SEP 2021
EBEH1010,,,,PUTTY,"NOT AVBL FOR TFC
with-rfl-above FL055 in EH",H24,S,to offer connection to EH** for  low level traffic ,,EHAAACC,"EB,EH",03 SEP 2021
EBED1012,Y863,SOPOK,ROPUV,,"ONLY AVBL FOR TFC
1.DEP BRUSSELS_GROUP except EBAW, EHEH
2.DEP EBLG/ST/BL/EHBK 
3.ARR EDFH","1.H24
2,3.when EBTSA28CZ active",S,"1. To segregate departing traffic from overflying traffic
2,3 To allow re-routeing around the active military area EBTSA28CZ during its activation",,,"EB,ED",03 SEP 2021
EB2229,,,,"IBESA, MATUG, PESOV, SUXIM, BUGIB","NOT AVBL FOR TFC
1. DEP EBLG,EHBK,EBBL,EBST
2. ARR EDFH",When EBTSA28CZ is active,S,"To forbid traffic crossing at all levels the EBTSA28CZ area during its activation, including traffic whose calculated vertical profile stay outside of the area.
1. During EBTSA28CZ activation the traffic is allowed to reroute via SOPOK Y863 ETENO to laterally stay outside of the area.(see ED2881 and EBED1012)
2. EDFH arrivals shall route REMBA DCT SOPOK or SPI DCT SOPOK and then SOPOK Y863 ETENO",,EBBUACC,EB,03 SEP 2021
